event_id,date,match_slug,team_code,team_espn_abbr,home_away,goals,opponent_goals,fouls,yellow_cards,red_cards,offsides,corners,saves,possession_pct,total_shots,shots_on_target,blocked_shots,passes,pass_pct,interceptions,effective_tackles,clearances,venue,venue_city
760463,2026-06-24,SUI-CAN,CAN,CAN,away,1,2,13,2,0,3,7,2,44.7,13,7,3,339,0.8,13,5,19,BC Place,Vancouver
760464,2026-06-24,MAR-HAI,MAR,MAR,home,4,2,10,0,0,5,9,1,69.1,22,11,5,541,0.9,8,8,14,Mercedes-Benz Stadium,"Atlanta, Georgia"
760464,2026-06-24,MAR-HAI,HAI,HAI,away,2,4,18,3,0,0,1,8,30.9,9,2,3,247,0.8,16,12,26,Mercedes-Benz Stadium,"Atlanta, Georgia"
760465,2026-06-24,SCO-BRA,SCO,SCO,home,0,3,10,1,0,0,7,5,46.0,14,5,3,500,0.9,2,8,13,Hard Rock Stadium,"Miami Gardens, Florida"
760465,2026-06-24,SCO-BRA,BRA,BRA,away,3,0,11,2,0,1,7,5,54.0,21,9,5,605,0.9,13,6,24,Hard Rock Stadium,"Miami Gardens, Florida"
760466,2026-06-24,RSA-KOR,RSA,RSA,home,1,0,7,1,0,3,4,2,31.6,13,4,4,340,0.8,15,7,40,Estadio BBVA,Guadalupe
760466,2026-06-24,RSA-KOR,KOR,KOR,away,0,1,9,1,0,0,6,3,68.4,8,3,1,719,0.9,4,9,16,Estadio BBVA,Guadalupe
760467,2026-06-24,CZE-MEX,CZE,CZE,home,0,3,9,0,0,1,5,2,51.9,13,1,4,398,0.8,5,7,20,Estadio Banorte,Mexico City
760467,2026-06-24,CZE-MEX,MEX,MEX,away,3,0,13,1,0,0,1,1,48.1,11,5,2,386,0.9,7,8,30,Estadio Banorte,Mexico City
760468,2026-06-25,ECU-GER,ECU,ECU,home,2,1,15,3,0,1,3,2,38.9,7,3,2,378,0.8,12,16,30,MetLife Stadium,"East Rutherford, New Jersey"
760468,2026-06-25,ECU-GER,GER,GER,away,1,2,10,1,0,0,2,1,61.1,11,3,5,592,0.9,4,13,15,MetLife Stadium,"East Rutherford, New Jersey"
760469,2026-06-25,PAR-AUS,PAR,PAR,home,0,0,9,1,0,0,1,5,44.0,7,2,1,426,0.8,8,17,24,Levi's Stadium,"Santa Clara, California"
760469,2026-06-25,PAR-AUS,AUS,AUS,away,0,0,6,1,0,0,3,2,56.0,12,5,3,537,0.8,7,12,10,Levi's Stadium,"Santa Clara, California"
760470,2026-06-25,TUR-USA,TUR,TUR,home,3,2,13,0,0,2,2,5,47.4,9,3,2,434,0.8,9,20,24,SoFi Stadium,"Inglewood, California"
760470,2026-06-25,TUR-USA,USA,USA,away,2,3,13,1,0,5,9,1,52.6,18,7,5,471,0.8,9,9,27,SoFi Stadium,"Inglewood, California"
760471,2026-06-25,JPN-SWE,JPN,JPN,home,1,1,20,1,0,3,2,4,52.3,8,3,2,445,0.8,4,7,40,AT&T Stadium,"Arlington, Texas"
760471,2026-06-25,JPN-SWE,SWE,SWE,away,1,1,11,2,0,2,8,2,47.7,11,5,3,395,0.8,5,3,21,AT&T Stadium,"Arlington, Texas"
760472,2026-06-25,TUN-NED,TUN,TUN,home,1,3,11,0,0,2,4,4,28.6,10,4,1,258,0.8,8,9,35,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760472,2026-06-25,TUN-NED,NED,NED,away,3,1,10,0,0,1,6,3,71.4,20,7,5,647,0.9,10,5,17,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760473,2026-06-25,CUR-CIV,CUR,CUW,home,0,2,11,2,0,2,4,1,36.7,11,2,2,355,0.8,15,11,17,Lincoln Financial Field,"Philadelphia, Pennsylvania"
760473,2026-06-25,CUR-CIV,CIV,CIV,away,2,0,6,1,0,1,6,2,63.3,7,3,1,624,0.9,12,9,19,Lincoln Financial Field,"Philadelphia, Pennsylvania"
760474,2026-06-26,SEN-IRQ,SEN,SEN,home,5,0,10,2,0,1,12,1,69.2,28,12,5,590,0.9,2,9,10,BMO Field,Toronto
760474,2026-06-26,SEN-IRQ,IRQ,IRQ,away,0,5,11,2,1,0,3,7,30.8,6,1,4,266,0.7,7,13,34,BMO Field,Toronto
760475,2026-06-26,NOR-FRA,NOR,NOR,home,1,4,9,1,0,1,4,5,43.3,10,4,3,421,0.8,13,11,16,Gillette Stadium,"Foxborough, Massachusetts"
760475,2026-06-26,NOR-FRA,FRA,FRA,away,4,1,11,1,0,2,5,3,56.7,18,9,3,555,0.9,11,12,19,Gillette Stadium,"Foxborough, Massachusetts"
760476,2026-06-26,EGY-IRN,EGY,EGY,home,1,1,11,3,0,0,8,2,61.4,15,3,6,589,0.9,7,10,38,Lumen Field,"Seattle, Washington"
760476,2026-06-26,EGY-IRN,IRN,IRN,away,1,1,16,4,0,3,2,2,38.6,13,4,3,367,0.8,8,17,32,Lumen Field,"Seattle, Washington"
760477,2026-06-26,NZL-BEL,NZL,NZL,home,1,5,10,2,0,1,5,5,45.5,6,2,1,436,0.8,6,6,35,BC Place,Vancouver
760477,2026-06-26,NZL-BEL,BEL,BEL,away,5,1,7,0,0,1,8,1,54.5,35,10,12,525,0.9,10,8,27,BC Place,Vancouver
760478,2026-06-26,CPV-SAU,CPV,CPV,home,0,0,10,1,0,2,4,3,51.0,15,2,5,451,0.8,13,12,29,NRG Stadium,"Houston, Texas"
760478,2026-06-26,CPV-SAU,SAU,KSA,away,0,0,16,3,0,0,2,2,49.0,7,3,3,444,0.8,11,15,25,NRG Stadium,"Houston, Texas"
760479,2026-06-26,URU-ESP,URU,URU,home,0,1,14,3,1,5,1,0,33.1,5,1,1,301,0.8,14,15,14,Estadio Akron,Guadalajara
760479,2026-06-26,URU-ESP,ESP,ESP,away,1,0,14,1,0,2,6,2,66.9,6,1,1,622,0.9,9,10,23,Estadio Akron,Guadalajara
760480,2026-06-27,CRO-GHA,CRO,CRO,home,2,1,9,1,0,1,3,0,53.3,8,4,2,523,0.9,4,8,23,Lincoln Financial Field,"Philadelphia, Pennsylvania"
760480,2026-06-27,CRO-GHA,GHA,GHA,away,1,2,13,1,0,2,2,2,46.7,6,1,2,455,0.9,9,7,11,Lincoln Financial Field,"Philadelphia, Pennsylvania"
760481,2026-06-27,COL-POR,COL,COL,home,0,0,12,1,0,3,5,2,54.6,24,6,7,544,0.9,6,8,16,Hard Rock Stadium,"Miami Gardens, Florida"
760481,2026-06-27,COL-POR,POR,POR,away,0,0,6,0,0,2,2,6,45.4,13,2,4,446,0.9,13,5,22,Hard Rock Stadium,"Miami Gardens, Florida"
760482,2026-06-27,CDR-UZB,CDR,COD,home,3,1,6,3,0,3,2,1,57.6,19,4,1,485,0.8,7,13,25,Mercedes-Benz Stadium,"Atlanta, Georgia"
760482,2026-06-27,CDR-UZB,UZB,UZB,away,1,3,16,2,0,1,4,1,42.4,3,1,0,355,0.8,12,18,38,Mercedes-Benz Stadium,"Atlanta, Georgia"
760483,2026-06-27,JOR-ARG,JOR,JOR,home,1,3,13,3,0,1,2,1,26.7,5,1,2,285,0.8,19,8,13,AT&T Stadium,"Arlington, Texas"
760483,2026-06-27,JOR-ARG,ARG,ARG,away,3,1,7,0,0,3,6,0,73.3,12,4,1,801,0.9,12,5,9,AT&T Stadium,"Arlington, Texas"
760484,2026-06-27,ALG-AUT,ALG,ALG,home,3,3,3,0,0,1,0,1,65.0,12,5,2,754,0.9,4,5,18,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760484,2026-06-27,ALG-AUT,AUT,AUT,away,3,3,7,1,0,3,3,2,35.0,10,3,1,396,0.9,10,4,19,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760485,2026-06-27,PAN-ENG,PAN,PAN,home,0,2,16,2,0,4,3,4,32.9,13,2,3,268,0.8,6,11,34,MetLife Stadium,"East Rutherford, New Jersey"
760485,2026-06-27,PAN-ENG,ENG,ENG,away,2,0,13,1,0,4,7,2,67.1,17,6,3,558,0.9,5,17,20,MetLife Stadium,"East Rutherford, New Jersey"
760486,2026-06-28,RSA-CAN,RSA,RSA,home,0,1,10,0,0,1,1,5,58.4,6,1,1,554,0.8,15,13,33,SoFi Stadium,"Inglewood, California"
760486,2026-06-28,RSA-CAN,CAN,CAN,away,1,0,16,2,0,0,4,1,41.6,12,7,0,379,0.8,8,15,16,SoFi Stadium,"Inglewood, California"
760487,2026-06-29,BRA-JPN,BRA,BRA,home,2,1,4,2,0,1,6,1,68.6,19,7,6,682,0.9,9,7,19,NRG Stadium,"Houston, Texas"
760487,2026-06-29,BRA-JPN,JPN,JPN,away,1,2,13,3,0,0,2,4,31.4,5,2,2,313,0.8,6,4,45,NRG Stadium,"Houston, Texas"
760488,2026-06-29,NED-MAR,NED,NED,home,1,1,18,0,0,3,5,5,29.9,6,2,3,371,0.8,11,10,22,Estadio BBVA,Guadalupe
760488,2026-06-29,NED-MAR,MAR,MAR,away,1,1,15,1,0,0,8,1,70.1,11,5,2,879,0.9,11,14,34,Estadio BBVA,Guadalupe
760489,2026-06-29,GER-PAR,GER,GER,home,1,1,18,2,0,4,16,2,75.6,21,6,8,805,0.9,4,7,23,Gillette Stadium,"Foxborough, Massachusetts"
760489,2026-06-29,GER-PAR,PAR,PAR,away,1,1,12,2,0,1,6,6,24.4,7,3,2,255,0.6,13,20,55,Gillette Stadium,"Foxborough, Massachusetts"
760490,2026-06-30,CIV-NOR,CIV,CIV,home,1,2,6,0,0,2,14,1,47.0,14,5,1,401,0.8,4,18,11,AT&T Stadium,"Arlington, Texas"
760490,2026-06-30,CIV-NOR,NOR,NOR,away,2,1,7,1,0,2,3,4,53.0,9,4,3,474,0.9,5,11,37,AT&T Stadium,"Arlington, Texas"
760491,2026-06-30,MEX-ECU,MEX,MEX,home,2,0,10,0,0,0,3,1,42.8,15,3,3,316,0.8,7,5,39,Estadio Banorte,Mexico City
760491,2026-06-30,MEX-ECU,ECU,ECU,away,0,2,14,3,1,1,8,1,57.2,7,1,1,410,0.8,6,8,19,Estadio Banorte,Mexico City
760492,2026-06-30,FRA-SWE,FRA,FRA,home,3,0,14,0,0,3,9,3,61.0,25,12,4,551,0.9,5,7,23,MetLife Stadium,"East Rutherford, New Jersey"
760492,2026-06-30,FRA-SWE,SWE,SWE,away,0,3,10,0,0,1,1,9,39.0,8,3,1,350,0.8,12,9,26,MetLife Stadium,"East Rutherford, New Jersey"
760493,2026-07-01,BEL-SEN,BEL,BEL,home,3,2,22,1,0,2,4,3,52.3,19,5,5,701,0.9,8,5,28,Lumen Field,"Seattle, Washington"
760493,2026-07-01,BEL-SEN,SEN,SEN,away,2,3,12,1,0,2,2,3,47.7,19,5,3,639,0.8,11,4,31,Lumen Field,"Seattle, Washington"
760494,2026-07-01,USA-BIH,USA,USA,home,2,0,7,0,1,3,4,3,48.4,8,2,2,415,0.8,7,8,28,Levi's Stadium,"Santa Clara, California"
760494,2026-07-01,USA-BIH,BIH,BIH,away,0,2,13,1,0,0,3,0,51.6,10,3,3,447,0.8,7,12,26,Levi's Stadium,"Santa Clara, California"
760495,2026-07-01,ENG-CDR,ENG,ENG,home,2,1,10,1,0,0,5,1,59.7,16,7,3,517,0.9,7,6,23,Mercedes-Benz Stadium,"Atlanta, Georgia"
760495,2026-07-01,ENG-CDR,CDR,COD,away,1,2,12,1,0,4,3,5,40.3,7,2,2,365,0.8,3,8,36,Mercedes-Benz Stadium,"Atlanta, Georgia"
760496,2026-07-02,POR-CRO,POR,POR,home,2,1,6,1,0,1,9,5,60.4,15,3,4,585,0.9,5,9,19,BMO Field,Toronto
760496,2026-07-02,POR-CRO,CRO,CRO,away,1,2,12,2,0,4,5,2,39.6,13,6,2,370,0.8,10,11,19,BMO Field,Toronto
760497,2026-07-02,ESP-AUT,ESP,ESP,home,3,0,8,0,0,2,9,0,64.4,23,10,7,629,0.9,6,12,15,SoFi Stadium,"Inglewood, California"
760497,2026-07-02,ESP-AUT,AUT,AUT,away,0,3,15,1,0,5,0,6,35.6,5,0,1,347,0.8,6,8,21,SoFi Stadium,"Inglewood, California"
760498,2026-07-02,SUI-ALG,SUI,SUI,home,2,0,10,0,0,0,4,2,44.5,11,5,2,438,0.8,17,14,23,BC Place,Vancouver
760498,2026-07-02,SUI-ALG,ALG,ALG,away,0,2,12,2,0,2,2,2,55.5,8,2,3,563,0.8,10,9,14,BC Place,Vancouver
760499,2026-07-03,AUS-EGY,AUS,AUS,home,1,1,12,0,0,0,4,3,41.7,16,1,9,505,0.8,9,7,31,AT&T Stadium,"Arlington, Texas"
760499,2026-07-03,AUS-EGY,EGY,EGY,away,1,1,14,2,0,3,7,1,58.3,14,3,6,722,0.8,8,7,37,AT&T Stadium,"Arlington, Texas"
760500,2026-07-03,ARG-CPV,ARG,ARG,home,3,2,13,1,0,3,8,3,63.6,22,10,7,850,0.9,9,13,24,Hard Rock Stadium,"Miami Gardens, Florida"
760500,2026-07-03,ARG-CPV,CPV,CPV,away,2,3,12,1,0,2,8,8,36.4,16,5,6,476,0.9,9,7,26,Hard Rock Stadium,"Miami Gardens, Florida"
760501,2026-07-03,COL-GHA,COL,COL,home,1,0,14,2,0,2,3,0,60.7,20,8,4,586,0.9,5,8,24,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760501,2026-07-03,COL-GHA,GHA,GHA,away,0,1,10,3,0,0,2,7,39.3,8,0,5,376,0.8,5,7,11,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760502,2026-07-04,CAN-MAR,CAN,CAN,home,0,3,24,4,0,2,11,1,44.7,10,3,3,359,0.8,5,9,10,NRG Stadium,"Houston, Texas"
760502,2026-07-04,CAN-MAR,MAR,MAR,away,3,0,14,4,0,3,1,3,55.3,5,4,0,473,0.8,9,9,47,NRG Stadium,"Houston, Texas"
760503,2026-07-04,PAR-FRA,PAR,PAR,home,0,1,13,0,0,0,2,4,24.1,5,1,1,183,0.5,14,21,21,Lincoln Financial Field,"Philadelphia, Pennsylvania"
760503,2026-07-04,PAR-FRA,FRA,FRA,away,1,0,11,3,0,0,12,1,75.9,15,5,4,569,0.9,10,7,27,Lincoln Financial Field,"Philadelphia, Pennsylvania"
760504,2026-07-05,BRA-NOR,BRA,BRA,home,1,2,7,1,0,1,5,3,33.6,14,4,4,331,0.8,11,10,21,MetLife Stadium,"East Rutherford, New Jersey"
760504,2026-07-05,BRA-NOR,NOR,NOR,away,2,1,6,0,0,1,5,4,66.4,9,5,1,681,0.9,6,11,18,MetLife Stadium,"East Rutherford, New Jersey"
760505,2026-07-05,MEX-ENG,MEX,MEX,home,2,3,14,2,0,1,12,2,66.9,20,5,7,453,0.9,7,7,13,Estadio Banorte,Mexico City
760505,2026-07-05,MEX-ENG,ENG,ENG,away,3,2,7,4,1,0,2,3,33.1,6,5,0,244,0.8,4,9,49,Estadio Banorte,Mexico City
760506,2026-07-06,POR-ESP,POR,POR,home,0,1,9,2,0,2,3,5,44.6,10,2,3,427,0.8,7,9,23,AT&T Stadium,"Arlington, Texas"
760506,2026-07-06,POR-ESP,ESP,ESP,away,1,0,13,1,0,1,7,2,55.4,15,6,3,530,0.9,6,13,13,AT&T Stadium,"Arlington, Texas"
760507,2026-07-06,USA-BEL,USA,USA,home,1,4,11,2,0,0,3,3,55.9,7,2,0,527,0.9,9,9,23,Lumen Field,"Seattle, Washington"
760507,2026-07-06,USA-BEL,BEL,BEL,away,4,1,9,0,0,1,5,1,44.1,15,7,4,414,0.8,9,10,18,Lumen Field,"Seattle, Washington"
760508,2026-07-07,SUI-COL,SUI,SUI,home,0,0,22,3,0,5,3,3,53.4,7,2,1,631,0.9,14,7,35,BC Place,Vancouver
760508,2026-07-07,SUI-COL,COL,COL,away,0,0,21,2,0,4,7,2,46.6,15,3,4,547,0.8,13,8,22,BC Place,Vancouver
760509,2026-07-07,ARG-EGY,ARG,ARG,home,3,2,13,0,0,3,6,0,63.6,19,7,4,602,0.9,7,15,14,Mercedes-Benz Stadium,"Atlanta, Georgia"
760509,2026-07-07,ARG-EGY,EGY,EGY,away,2,3,11,4,0,0,1,4,36.4,5,2,1,349,0.8,9,7,44,Mercedes-Benz Stadium,"Atlanta, Georgia"
760510,2026-07-09,FRA-MAR,FRA,FRA,home,2,0,10,0,0,0,5,1,48.0,22,8,5,486,0.9,13,8,20,Gillette Stadium,"Foxborough, Massachusetts"
760510,2026-07-09,FRA-MAR,MAR,MAR,away,0,2,13,1,0,0,5,6,52.0,5,1,1,526,0.9,6,5,12,Gillette Stadium,"Foxborough, Massachusetts"
760511,2026-07-10,ESP-BEL,ESP,ESP,home,2,1,13,2,0,3,5,1,67.9,17,8,5,664,0.9,5,6,15,SoFi Stadium,"Inglewood, California"
760511,2026-07-10,ESP-BEL,BEL,BEL,away,1,2,18,2,0,1,1,6,32.1,5,2,2,312,0.8,9,6,34,SoFi Stadium,"Inglewood, California"
760512,2026-07-11,NOR-ENG,NOR,NOR,home,1,2,10,1,0,1,7,6,47.6,13,4,3,577,0.9,9,11,21,Hard Rock Stadium,"Miami Gardens, Florida"
760512,2026-07-11,NOR-ENG,ENG,ENG,away,2,1,8,0,0,5,4,3,52.4,14,8,3,628,0.9,6,9,35,Hard Rock Stadium,"Miami Gardens, Florida"
760513,2026-07-11,ARG-SUI,ARG,ARG,home,3,1,14,3,0,4,8,4,59.0,22,7,7,691,0.9,13,8,31,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
760513,2026-07-11,ARG-SUI,SUI,SUI,away,1,3,18,1,1,3,2,4,41.0,11,5,3,474,0.8,4,5,28,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri"
