event_id,date,match_slug,team_code,team_espn_abbr,home_away,goals,opponent_goals,fouls,yellow_cards,red_cards,offsides,corners,saves,possession_pct,total_shots,shots_on_target,blocked_shots,passes,pass_pct,interceptions,effective_tackles,clearances,venue,venue_city,rolling_n,rolling_fouls,rolling_yellow_cards,rolling_red_cards,rolling_offsides,rolling_corners,rolling_saves,rolling_possession_pct,rolling_total_shots,rolling_shots_on_target,rolling_blocked_shots,rolling_passes,rolling_pass_pct,rolling_interceptions,rolling_effective_tackles,rolling_clearances
760483,2026-06-27,JOR-ARG,ARG,ARG,away,3,1,7,0,0,3,6,0,73.3,12,4,1,801,0.9,12,5,9,AT&T Stadium,"Arlington, Texas",2,13.0,1.0,0.0,2.5,1.5,0.5,50.7,11.0,5.5,2.0,557.5,0.9,9.0,15.0,26.0
760484,2026-06-27,ALG-AUT,ALG,ALG,home,3,3,3,0,0,1,0,1,65.0,12,5,2,754,0.9,4,5,18,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",2,7.0,0.5,0.0,0.5,6.0,3.0,62.15,12.0,4.5,4.0,625.0,0.9,9.5,14.0,13.5
760484,2026-06-27,ALG-AUT,AUT,AUT,away,3,3,7,1,0,3,3,2,35.0,10,3,1,396,0.9,10,4,19,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",2,12.5,1.5,0.0,1.5,3.5,2.5,54.8,8.5,2.5,0.5,524.0,0.85,12.0,7.0,19.5
760485,2026-06-27,PAN-ENG,PAN,PAN,home,0,2,16,2,0,4,3,4,32.9,13,2,3,268,0.8,6,11,34,MetLife Stadium,"East Rutherford, New Jersey",2,15.0,1.5,0.0,1.0,4.5,1.5,52.0,9.5,2.5,2.0,467.5,0.85,5.0,8.0,23.0
760485,2026-06-27,PAN-ENG,ENG,ENG,away,2,0,13,1,0,4,7,2,67.1,17,6,3,558,0.9,5,17,20,MetLife Stadium,"East Rutherford, New Jersey",2,12.0,0.5,0.0,1.0,8.5,1.5,65.3,20.5,7.0,5.5,553.5,0.9,4.0,7.0,11.0
760486,2026-06-28,RSA-CAN,RSA,RSA,home,0,1,10,0,0,1,1,5,58.4,6,1,1,554,0.8,15,13,33,SoFi Stadium,"Inglewood, California",3,9.333,1.667,0.667,2.333,3.333,2.0,44.267,11.0,3.333,4.0,412.333,0.833,10.333,8.333,27.0
760486,2026-06-28,RSA-CAN,CAN,CAN,away,1,0,16,2,0,0,4,1,41.6,12,7,0,379,0.8,8,15,16,SoFi Stadium,"Inglewood, California",3,10.667,1.667,0.0,1.667,11.667,1.333,61.6,19.333,7.0,7.0,442.333,0.8,7.667,8.333,14.333
760487,2026-06-29,BRA-JPN,BRA,BRA,home,2,1,4,2,0,1,6,1,68.6,19,7,6,682,0.9,9,7,19,NRG Stadium,"Houston, Texas",3,13.333,1.667,0.0,3.0,5.667,3.333,54.033,13.667,6.333,3.0,548.0,0.9,9.333,9.667,20.333
760487,2026-06-29,BRA-JPN,JPN,JPN,away,1,2,13,3,0,0,2,4,31.4,5,2,2,313,0.8,6,4,45,NRG Stadium,"Houston, Texas",3,14.0,0.333,0.0,1.333,3.667,2.667,51.533,9.667,3.667,2.0,456.333,0.833,5.0,9.667,32.333
760488,2026-06-29,NED-MAR,NED,NED,home,1,1,18,0,0,3,5,5,29.9,6,2,3,371,0.8,11,10,22,Estadio BBVA,Guadalupe,3,8.667,1.0,0.0,1.667,4.333,3.667,60.7,13.333,6.667,2.333,540.0,0.9,8.333,6.0,21.333
760488,2026-06-29,NED-MAR,MAR,MAR,away,1,1,15,1,0,0,8,1,70.1,11,5,2,879,0.9,11,14,34,Estadio BBVA,Guadalupe,3,10.667,0.333,0.0,2.0,5.333,1.667,58.867,16.0,5.333,5.0,565.667,0.9,6.0,10.667,15.0
760489,2026-06-29,GER-PAR,GER,GER,home,1,1,18,2,0,4,16,2,75.6,21,6,8,805,0.9,4,7,23,Gillette Stadium,"Foxborough, Massachusetts",3,11.0,0.333,0.0,0.0,6.0,1.0,61.733,17.667,7.333,5.667,617.667,0.9,8.0,14.333,12.333
760489,2026-06-29,GER-PAR,PAR,PAR,away,1,1,12,2,0,1,6,6,24.4,7,3,2,255,0.6,13,20,55,Gillette Stadium,"Foxborough, Massachusetts",3,13.667,2.333,0.333,1.333,0.667,4.333,33.4,7.667,1.667,2.667,307.667,0.667,9.0,16.0,35.0
760490,2026-06-30,CIV-NOR,CIV,CIV,home,1,2,6,0,0,2,14,1,47.0,14,5,1,401,0.8,4,18,11,AT&T Stadium,"Arlington, Texas",3,7.667,1.333,0.0,0.667,4.0,2.667,50.733,10.333,3.0,3.0,508.333,0.867,12.0,9.667,24.667
760490,2026-06-30,CIV-NOR,NOR,NOR,away,2,1,7,1,0,2,3,4,53.0,9,4,3,474,0.9,5,11,37,AT&T Stadium,"Arlington, Texas",3,11.667,0.333,0.0,0.333,4.667,2.333,48.767,11.667,5.333,3.0,437.0,0.833,7.667,10.0,21.333
760491,2026-06-30,MEX-ECU,MEX,MEX,home,2,0,10,0,0,0,3,1,42.8,15,3,3,316,0.8,7,5,39,Estadio Banorte,Mexico City,3,11.333,0.667,0.333,1.333,1.667,1.667,50.333,11.667,4.333,2.667,444.333,0.867,7.0,7.0,21.667
760491,2026-06-30,MEX-ECU,ECU,ECU,away,0,2,14,3,1,1,8,1,57.2,7,1,1,410,0.8,6,8,19,Estadio Banorte,Mexico City,3,11.667,1.667,0.0,0.667,6.0,2.667,55.033,15.333,6.333,2.333,504.667,0.867,10.667,14.0,21.667
760492,2026-06-30,FRA-SWE,FRA,FRA,home,3,0,14,0,0,3,9,3,61.0,25,12,4,551,0.9,5,7,23,MetLife Stadium,"East Rutherford, New Jersey",3,8.0,0.333,0.0,1.333,5.0,1.667,55.233,16.0,7.333,3.0,577.667,0.9,7.667,11.667,14.0
760492,2026-06-30,FRA-SWE,SWE,SWE,away,0,3,10,0,0,1,1,9,39.0,8,3,1,350,0.8,12,9,26,MetLife Stadium,"East Rutherford, New Jersey",3,11.0,1.667,0.0,2.667,5.667,1.667,48.5,13.333,6.667,3.0,392.0,0.8,5.333,7.0,19.333
760493,2026-07-01,BEL-SEN,BEL,BEL,home,3,2,22,1,0,2,4,3,52.3,19,5,5,701,0.9,8,5,28,Lumen Field,"Seattle, Washington",3,9.667,1.0,0.333,1.333,4.667,2.0,59.4,24.333,6.667,7.667,533.667,0.9,7.667,8.667,21.0
760493,2026-07-01,BEL-SEN,SEN,SEN,away,2,3,12,1,0,2,2,3,47.7,19,5,3,639,0.8,11,4,31,Lumen Field,"Seattle, Washington",3,8.0,0.667,0.0,2.667,6.667,3.0,58.033,16.667,6.0,3.667,527.0,0.9,6.667,8.667,15.0
760494,2026-07-01,USA-BIH,USA,USA,home,2,0,7,0,1,3,4,3,48.4,8,2,2,415,0.8,7,8,28,Levi's Stadium,"Santa Clara, California",3,12.667,1.667,0.0,2.667,6.333,1.333,59.933,14.667,5.0,5.0,530.667,0.833,12.667,8.0,24.333
760494,2026-07-01,USA-BIH,BIH,BIH,away,0,2,13,1,0,0,3,0,51.6,10,3,3,447,0.8,7,12,26,Levi's Stadium,"Santa Clara, California",3,15.667,2.0,0.333,0.667,4.0,2.0,43.667,9.0,3.667,2.333,380.0,0.767,8.667,8.0,42.667
760495,2026-07-01,ENG-CDR,ENG,ENG,home,2,1,10,1,0,0,5,1,59.7,16,7,3,517,0.9,7,6,23,Mercedes-Benz Stadium,"Atlanta, Georgia",3,12.333,0.667,0.0,2.0,8.0,1.667,65.9,19.333,6.667,4.667,555.0,0.9,4.333,10.333,14.0
760495,2026-07-01,ENG-CDR,CDR,COD,away,1,2,12,1,0,4,3,5,40.3,7,2,2,365,0.8,3,8,36,Mercedes-Benz Stadium,"Atlanta, Georgia",3,10.667,1.667,0.0,1.667,3.333,3.0,39.567,11.333,2.333,2.0,344.333,0.8,6.333,10.667,23.667
760496,2026-07-02,POR-CRO,POR,POR,home,2,1,6,1,0,1,9,5,60.4,15,3,4,585,0.9,5,9,19,BMO Field,Toronto,3,9.667,1.333,0.0,2.333,3.333,3.0,62.233,12.333,4.0,3.0,617.667,0.9,7.333,7.0,16.0
760496,2026-07-02,POR-CRO,CRO,CRO,away,1,2,12,2,0,4,5,2,39.6,13,6,2,370,0.8,10,11,19,BMO Field,Toronto,3,11.0,0.667,0.0,1.333,2.333,2.667,53.2,8.0,3.667,1.667,492.667,0.867,6.0,7.667,26.0
760497,2026-07-02,ESP-AUT,ESP,ESP,home,3,0,8,0,0,2,9,0,64.4,23,10,7,629,0.9,6,12,15,SoFi Stadium,"Inglewood, California",3,11.333,0.667,0.0,2.0,7.667,1.333,69.433,18.333,5.333,3.667,716.0,0.9,9.333,10.0,15.667
760497,2026-07-02,ESP-AUT,AUT,AUT,away,0,3,15,1,0,5,0,6,35.6,5,0,1,347,0.8,6,8,21,SoFi Stadium,"Inglewood, California",3,10.667,1.333,0.0,2.0,3.333,2.333,48.2,9.0,2.667,0.667,481.333,0.867,11.333,6.0,19.333
760498,2026-07-02,SUI-ALG,SUI,SUI,home,2,0,10,0,0,0,4,2,44.5,11,5,2,438,0.8,17,14,23,BC Place,Vancouver,3,12.333,1.0,0.0,1.667,6.333,3.667,61.867,15.0,6.0,4.333,535.0,0.867,5.333,8.667,24.667
760498,2026-07-02,SUI-ALG,ALG,ALG,away,0,2,12,2,0,2,2,2,55.5,8,2,3,563,0.8,10,9,14,BC Place,Vancouver,3,5.667,0.333,0.0,0.667,4.0,2.333,63.1,12.0,4.667,3.333,668.0,0.9,7.667,11.0,15.0
760499,2026-07-03,AUS-EGY,AUS,AUS,home,1,1,12,0,0,0,4,3,41.7,16,1,9,505,0.8,9,7,31,AT&T Stadium,"Arlington, Texas",3,11.333,1.667,0.0,0.333,4.0,3.667,40.833,8.667,3.667,1.333,372.667,0.733,6.667,9.333,29.667
760499,2026-07-03,AUS-EGY,EGY,EGY,away,1,1,14,2,0,3,7,1,58.3,14,3,6,722,0.8,8,7,37,AT&T Stadium,"Arlington, Texas",3,11.333,2.0,0.0,0.333,6.333,3.0,54.467,16.0,4.333,6.333,504.333,0.867,9.667,13.333,30.667
760500,2026-07-03,ARG-CPV,ARG,ARG,home,3,2,13,1,0,3,8,3,63.6,22,10,7,850,0.9,9,13,24,Hard Rock Stadium,"Miami Gardens, Florida",3,11.0,0.667,0.0,2.667,3.0,0.333,58.233,11.333,5.0,1.667,638.667,0.9,10.0,11.667,20.333
760500,2026-07-03,ARG-CPV,CPV,CPV,away,2,3,12,1,0,2,8,8,36.4,16,5,6,476,0.9,9,7,26,Hard Rock Stadium,"Miami Gardens, Florida",3,5.0,1.333,0.0,1.667,3.0,3.333,37.167,11.0,2.333,3.667,335.667,0.733,13.667,12.667,41.0
760501,2026-07-03,COL-GHA,COL,COL,home,1,0,14,2,0,2,3,0,60.7,20,8,4,586,0.9,5,8,24,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",3,11.667,1.333,0.0,4.333,4.667,1.333,59.833,19.667,6.333,5.667,534.667,0.9,7.333,5.667,18.0
760501,2026-07-03,COL-GHA,GHA,GHA,away,0,1,10,3,0,0,2,7,39.3,8,0,5,376,0.8,5,7,11,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",3,15.333,1.0,0.0,2.667,2.0,3.0,35.267,5.0,1.333,1.333,326.333,0.8,8.333,11.0,26.0
760502,2026-07-04,CAN-MAR,CAN,CAN,home,0,3,24,4,0,2,11,1,44.7,10,3,3,359,0.8,5,9,10,NRG Stadium,"Houston, Texas",4,12.0,1.75,0.0,1.25,9.75,1.25,56.6,17.5,7.0,5.25,426.5,0.8,7.75,10.0,14.75
760502,2026-07-04,CAN-MAR,MAR,MAR,away,3,0,14,4,0,3,1,3,55.3,5,4,0,473,0.8,9,9,47,NRG Stadium,"Houston, Texas",4,11.75,0.5,0.0,1.5,6.0,1.5,61.675,14.75,5.25,4.25,644.0,0.9,7.25,11.5,19.75
760503,2026-07-04,PAR-FRA,PAR,PAR,home,0,1,13,0,0,0,2,4,24.1,5,1,1,183,0.5,14,21,21,Lincoln Financial Field,"Philadelphia, Pennsylvania",4,13.25,2.25,0.25,1.25,2.0,4.75,31.15,7.5,2.0,2.5,294.5,0.65,10.0,17.0,40.0
760503,2026-07-04,PAR-FRA,FRA,FRA,away,1,0,11,3,0,0,12,1,75.9,15,5,4,569,0.9,10,7,27,Lincoln Financial Field,"Philadelphia, Pennsylvania",4,9.5,0.25,0.0,1.75,6.0,2.0,56.675,18.25,8.5,3.25,571.0,0.9,7.0,10.5,16.25
760504,2026-07-05,BRA-NOR,BRA,BRA,home,1,2,7,1,0,1,5,3,33.6,14,4,4,331,0.8,11,10,21,MetLife Stadium,"East Rutherford, New Jersey",4,11.0,1.75,0.0,2.5,5.75,2.75,57.675,15.0,6.5,3.75,581.5,0.9,9.25,9.0,20.0
760504,2026-07-05,BRA-NOR,NOR,NOR,away,2,1,6,0,0,1,5,4,66.4,9,5,1,681,0.9,6,11,18,MetLife Stadium,"East Rutherford, New Jersey",4,10.5,0.5,0.0,0.75,4.25,2.75,49.825,11.0,5.0,3.0,446.25,0.85,7.0,10.25,25.25
760505,2026-07-05,MEX-ENG,MEX,MEX,home,2,3,14,2,0,1,12,2,66.9,20,5,7,453,0.9,7,7,13,Estadio Banorte,Mexico City,4,11.0,0.5,0.25,1.0,2.0,1.5,48.45,12.5,4.0,2.75,412.25,0.85,7.0,6.5,26.0
760505,2026-07-05,MEX-ENG,ENG,ENG,away,3,2,7,4,1,0,2,3,33.1,6,5,0,244,0.8,4,9,49,Estadio Banorte,Mexico City,4,11.75,0.75,0.0,1.5,7.25,1.5,64.35,18.5,6.75,4.25,545.5,0.9,5.0,9.25,16.25
760506,2026-07-06,POR-ESP,POR,POR,home,0,1,9,2,0,2,3,5,44.6,10,2,3,427,0.8,7,9,23,AT&T Stadium,"Arlington, Texas",4,8.75,1.25,0.0,2.0,4.75,3.5,61.775,13.0,3.75,3.25,609.5,0.9,6.75,7.5,16.75
760506,2026-07-06,POR-ESP,ESP,ESP,away,1,0,13,1,0,1,7,2,55.4,15,6,3,530,0.9,6,13,13,AT&T Stadium,"Arlington, Texas",4,10.5,0.5,0.0,2.0,8.0,1.0,68.175,19.5,6.5,4.5,694.25,0.9,8.5,10.5,15.5
760507,2026-07-06,USA-BEL,USA,USA,home,1,4,11,2,0,0,3,3,55.9,7,2,0,527,0.9,9,9,23,Lumen Field,"Seattle, Washington",4,11.25,1.25,0.25,2.75,5.75,1.75,57.05,13.0,4.25,4.25,501.75,0.825,11.25,8.0,25.25
760507,2026-07-06,USA-BEL,BEL,BEL,away,4,1,9,0,0,1,5,1,44.1,15,7,4,414,0.8,9,10,18,Lumen Field,"Seattle, Washington",4,12.75,1.0,0.25,1.5,4.5,2.25,57.625,23.0,6.25,7.0,575.5,0.9,7.75,7.75,22.75
760508,2026-07-07,SUI-COL,SUI,SUI,home,0,0,22,3,0,5,3,3,53.4,7,2,1,631,0.9,14,7,35,BC Place,Vancouver,4,11.75,0.75,0.0,1.25,5.75,3.25,57.525,14.0,5.75,3.75,510.75,0.85,8.25,10.0,24.25
760508,2026-07-07,SUI-COL,COL,COL,away,0,0,21,2,0,4,7,2,46.6,15,3,4,547,0.8,13,8,22,BC Place,Vancouver,4,12.25,1.5,0.0,3.75,4.25,1.0,60.05,19.75,6.75,5.25,547.5,0.9,6.75,6.25,19.5
760509,2026-07-07,ARG-EGY,ARG,ARG,home,3,2,13,0,0,3,6,0,63.6,19,7,4,602,0.9,7,15,14,Mercedes-Benz Stadium,"Atlanta, Georgia",4,11.5,0.75,0.0,2.75,4.25,1.0,59.575,14.0,6.25,3.0,691.5,0.9,9.75,12.0,21.25
760509,2026-07-07,ARG-EGY,EGY,EGY,away,2,3,11,4,0,0,1,4,36.4,5,2,1,349,0.8,9,7,44,Mercedes-Benz Stadium,"Atlanta, Georgia",4,12.0,2.0,0.0,1.0,6.5,2.5,55.425,15.5,4.0,6.25,558.75,0.85,9.25,11.75,32.25
760510,2026-07-09,FRA-MAR,FRA,FRA,home,2,0,10,0,0,0,5,1,48.0,22,8,5,486,0.9,13,8,20,Gillette Stadium,"Foxborough, Massachusetts",5,9.8,0.8,0.0,1.4,7.2,1.8,60.52,17.6,7.8,3.4,570.6,0.9,7.6,9.8,18.4
760510,2026-07-09,FRA-MAR,MAR,MAR,away,0,2,13,1,0,0,5,6,52.0,5,1,1,526,0.9,6,5,12,Gillette Stadium,"Foxborough, Massachusetts",5,12.2,1.2,0.0,1.8,5.0,1.8,60.4,12.8,5.0,3.4,609.8,0.88,7.6,11.0,25.2
760511,2026-07-10,ESP-BEL,ESP,ESP,home,2,1,13,2,0,3,5,1,67.9,17,8,5,664,0.9,5,6,15,SoFi Stadium,"Inglewood, California",5,11.0,0.6,0.0,1.8,7.8,1.2,65.62,18.6,6.4,4.2,661.4,0.9,8.0,11.0,15.0
760511,2026-07-10,ESP-BEL,BEL,BEL,away,1,2,18,2,0,1,1,6,32.1,5,2,2,312,0.8,9,6,34,SoFi Stadium,"Inglewood, California",5,12.0,0.8,0.2,1.4,4.6,2.0,54.92,21.4,6.4,6.4,543.2,0.88,8.0,8.2,21.8
760512,2026-07-11,NOR-ENG,NOR,NOR,home,1,2,10,1,0,1,7,6,47.6,13,4,3,577,0.9,9,11,21,Hard Rock Stadium,"Miami Gardens, Florida",5,9.6,0.4,0.0,0.8,4.4,3.0,53.14,10.6,5.0,2.6,493.2,0.86,6.8,10.4,23.8
760512,2026-07-11,NOR-ENG,ENG,ENG,away,2,1,8,0,0,5,4,3,52.4,14,8,3,628,0.9,6,9,35,Hard Rock Stadium,"Miami Gardens, Florida",5,10.8,1.4,0.2,1.2,6.2,1.8,58.1,16.0,6.4,3.4,485.2,0.88,4.8,9.2,22.8
760513,2026-07-11,ARG-SUI,ARG,ARG,home,3,1,14,3,0,4,8,4,59.0,22,7,7,691,0.9,13,8,31,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",5,11.8,0.6,0.0,2.8,4.6,0.8,60.38,15.0,6.4,3.2,673.6,0.9,9.2,12.6,19.8
760513,2026-07-11,ARG-SUI,SUI,SUI,away,1,3,18,1,1,3,2,4,41.0,11,5,3,474,0.8,4,5,28,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",5,13.8,1.2,0.0,2.0,5.2,3.2,56.7,12.6,5.0,3.2,534.8,0.86,9.4,9.4,26.4
