season_year,data_source,match_id,match_date,competition_stage,team_code,team_name,opponent_code,opponent_name,is_home,goals,opponent_goals,result,total_shots,shots_on_target,blocked_shots,xg_total,fouls_committed,fouls_won,yellow_cards,red_cards,corners,offsides,passes,passes_completed,pass_pct,clearances,interceptions,possession_pct,saves,effective_tackles,venue,venue_city,referee_name,elo_pre,elo_diff_pre,neutral_pit
2026,espn_boxscore,760462,2026-06-24,,BIH,Bosnia and Herzegovina,QAT,Qatar,TRUE,3,1,W,14,5,5,,9,,1,0,5,1,515,,90,22,4,54.4,2,9,Lumen Field,"Seattle, Washington",,1655.7802,79.25689999999986,True
2026,espn_boxscore,760462,2026-06-24,,QAT,Qatar,BIH,Bosnia and Herzegovina,FALSE,1,3,L,9,3,0,,14,,1,0,5,3,434,,90,24,4,45.6,3,5,Lumen Field,"Seattle, Washington",,1576.5233,-79.25689999999986,True
2026,espn_boxscore,760463,2026-06-24,,SUI,Switzerland,CAN,Canada,TRUE,2,1,W,6,4,1,,19,,1,0,2,1,443,,80,44,4,55.3,6,7,BC Place,Vancouver,,1947.5672,56.309799999999996,False
2026,espn_boxscore,760463,2026-06-24,,CAN,Canada,SUI,Switzerland,FALSE,1,2,L,13,7,3,,13,,2,0,7,3,339,,80,19,13,44.7,2,5,BC Place,Vancouver,,1891.2574,-56.309799999999996,False
2026,espn_boxscore,760464,2026-06-24,,MAR,Morocco,HAI,Haiti,TRUE,4,2,W,22,11,5,,10,,0,0,9,5,541,,90,14,8,69.1,1,8,Mercedes-Benz Stadium,"Atlanta, Georgia",,2011.9095,325.1328000000001,True
2026,espn_boxscore,760464,2026-06-24,,HAI,Haiti,MAR,Morocco,FALSE,2,4,L,9,2,3,,18,,3,0,1,0,247,,80,26,16,30.9,8,12,Mercedes-Benz Stadium,"Atlanta, Georgia",,1686.7767,-325.1328000000001,True
2026,espn_boxscore,760465,2026-06-24,,SCO,Scotland,BRA,Brazil,TRUE,0,3,L,14,5,3,,10,,1,0,7,0,500,,90,13,2,46,5,8,Hard Rock Stadium,"Miami Gardens, Florida",,1851.0894,-221.99469999999997,True
2026,espn_boxscore,760465,2026-06-24,,BRA,Brazil,SCO,Scotland,FALSE,3,0,W,21,9,5,,11,,2,0,7,1,605,,90,24,13,54,5,6,Hard Rock Stadium,"Miami Gardens, Florida",,2073.0841,221.99469999999997,True
2026,espn_boxscore,760466,2026-06-24,,RSA,South Africa,KOR,South Korea,TRUE,1,0,W,13,4,4,,7,,1,0,4,3,340,,80,40,15,31.6,2,7,Estadio BBVA,Guadalupe,,1666.4852,-222.0716,True
2026,espn_boxscore,760466,2026-06-24,,KOR,South Korea,RSA,South Africa,FALSE,0,1,L,8,3,1,,9,,1,0,6,0,719,,90,16,4,68.4,3,9,Estadio BBVA,Guadalupe,,1888.5568,222.0716,True
2026,espn_boxscore,760467,2026-06-24,,CZE,Czech Republic,MEX,Mexico,TRUE,0,3,L,13,1,4,,9,,0,0,5,1,398,,80,20,5,51.9,2,7,Estadio Banorte,Mexico City,,1772.183,-235.0782999999999,False
2026,espn_boxscore,760467,2026-06-24,,MEX,Mexico,CZE,Czech Republic,FALSE,3,0,W,11,5,2,,13,,1,0,1,0,386,,90,30,7,48.1,1,8,Estadio Banorte,Mexico City,,2007.2613,235.0782999999999,False
2026,espn_boxscore,760468,2026-06-25,,ECU,Ecuador,GER,Germany,TRUE,2,1,W,7,3,2,,15,,3,0,3,1,378,,80,30,12,38.9,2,16,MetLife Stadium,"East Rutherford, New Jersey",,1957.6525,-72.62570000000005,True
2026,espn_boxscore,760468,2026-06-25,,GER,Germany,ECU,Ecuador,FALSE,1,2,L,11,3,5,,10,,1,0,2,0,592,,90,15,4,61.1,1,13,MetLife Stadium,"East Rutherford, New Jersey",,2030.2782,72.62570000000005,True
2026,espn_boxscore,760469,2026-06-25,,PAR,Paraguay,AUS,Australia,TRUE,0,0,D,7,2,1,,9,,1,0,1,0,426,,80,24,8,44,5,17,Levi's Stadium,"Santa Clara, California",,1901.2875,-11.923100000000204,True
2026,espn_boxscore,760469,2026-06-25,,AUS,Australia,PAR,Paraguay,FALSE,0,0,D,12,5,3,,6,,1,0,3,0,537,,80,10,7,56,2,12,Levi's Stadium,"Santa Clara, California",,1913.2106,11.923100000000204,True
2026,espn_boxscore,760470,2026-06-25,,TUR,Turkey,USA,United States,TRUE,3,2,W,9,3,2,,13,,0,0,2,2,434,,80,24,9,47.4,5,20,SoFi Stadium,"Inglewood, California",,1885.4745,-35.03309999999988,False
2026,espn_boxscore,760470,2026-06-25,,USA,United States,TUR,Turkey,FALSE,2,3,L,18,7,5,,13,,1,0,9,5,471,,80,27,9,52.6,1,9,SoFi Stadium,"Inglewood, California",,1920.5076,35.03309999999988,False
2026,espn_boxscore,760471,2026-06-25,,JPN,Japan,SWE,Sweden,TRUE,1,1,D,8,3,2,,20,,1,0,2,3,445,,80,40,4,52.3,4,7,AT&T Stadium,"Arlington, Texas",,2010.5804,214.33249999999998,True
2026,espn_boxscore,760471,2026-06-25,,SWE,Sweden,JPN,Japan,FALSE,1,1,D,11,5,3,,11,,2,0,8,2,395,,80,21,5,47.7,2,3,AT&T Stadium,"Arlington, Texas",,1796.2479,-214.33249999999998,True
2026,espn_boxscore,760472,2026-06-25,,TUN,Tunisia,NED,Netherlands,TRUE,1,3,L,10,4,1,,11,,0,0,4,2,258,,80,35,8,28.6,4,9,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",,1670.8739,-366.1359,True
2026,espn_boxscore,760472,2026-06-25,,NED,Netherlands,TUN,Tunisia,FALSE,3,1,W,20,7,5,,10,,0,0,6,1,647,,90,17,10,71.4,3,5,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",,2037.0098,366.1359,True
2026,espn_boxscore,760473,2026-06-25,,CUR,Curaçao,CIV,Ivory Coast,TRUE,0,2,L,11,2,2,,11,,2,0,4,2,355,,80,17,15,36.7,1,11,Lincoln Financial Field,"Philadelphia, Pennsylvania",,1623.1863,-220.24939999999992,True
2026,espn_boxscore,760473,2026-06-25,,CIV,Ivory Coast,CUR,Curaçao,FALSE,2,0,W,7,3,1,,6,,1,0,6,1,624,,90,19,12,63.3,2,9,Lincoln Financial Field,"Philadelphia, Pennsylvania",,1843.4357,220.24939999999992,True
2026,espn_boxscore,760474,2026-06-26,,SEN,Senegal,IRQ,Iraq,TRUE,5,0,W,28,12,5,,10,,2,0,12,1,590,,90,10,2,69.2,1,9,BMO Field,Toronto,,1871.9989,163.85090000000014,True
2026,espn_boxscore,760474,2026-06-26,,IRQ,Iraq,SEN,Senegal,FALSE,0,5,L,6,1,4,,11,,2,1,3,0,266,,70,34,7,30.8,7,13,BMO Field,Toronto,,1708.148,-163.85090000000014,True
2026,espn_boxscore,760475,2026-06-26,,NOR,Norway,FRA,France,TRUE,1,4,L,10,4,3,,9,,1,0,4,1,421,,80,16,13,43.3,5,11,Gillette Stadium,"Foxborough, Massachusetts",,2024.9069,-132.28960000000006,True
2026,espn_boxscore,760475,2026-06-26,,FRA,France,NOR,Norway,FALSE,4,1,W,18,9,3,,11,,1,0,5,2,555,,90,19,11,56.7,3,12,Gillette Stadium,"Foxborough, Massachusetts",,2157.1965,132.28960000000006,True
2026,espn_boxscore,760476,2026-06-26,,EGY,Egypt,IRN,Iran,TRUE,1,1,D,15,3,6,,11,,3,0,8,0,589,,90,38,7,61.4,2,10,Lumen Field,"Seattle, Washington",,1856.063,-29.690799999999854,True
2026,espn_boxscore,760476,2026-06-26,,IRN,Iran,EGY,Egypt,FALSE,1,1,D,13,4,3,,16,,4,0,2,3,367,,80,32,8,38.6,2,17,Lumen Field,"Seattle, Washington",,1885.7538,29.690799999999854,True
2026,espn_boxscore,760477,2026-06-26,,NZL,New Zealand,BEL,Belgium,TRUE,1,5,L,6,2,1,,10,,2,0,5,1,436,,80,35,6,45.5,5,6,BC Place,Vancouver,,1708.8256,-220.30380000000014,True
2026,espn_boxscore,760477,2026-06-26,,BEL,Belgium,NZL,New Zealand,FALSE,5,1,W,35,10,12,,7,,0,0,8,1,525,,90,27,10,54.5,1,8,BC Place,Vancouver,,1929.1294,220.30380000000014,True
2026,espn_boxscore,760478,2026-06-26,,CPV,Cape Verde,SAU,Saudi Arabia,TRUE,0,0,D,15,2,5,,10,,1,0,4,2,451,,80,29,13,51,3,12,NRG Stadium,"Houston, Texas",,1701.0191,-6.344299999999976,True
2026,espn_boxscore,760478,2026-06-26,,SAU,Saudi Arabia,CPV,Cape Verde,FALSE,0,0,D,7,3,3,,16,,3,0,2,0,444,,80,25,11,49,2,15,NRG Stadium,"Houston, Texas",,1707.3634,6.344299999999976,True
2026,espn_boxscore,760479,2026-06-26,,URU,Uruguay,ESP,Spain,TRUE,0,1,L,5,1,1,,14,,3,1,1,5,301,,80,14,14,33.1,0,15,Estadio Akron,Guadalajara,,1935.2776,-268.97220000000016,True
2026,espn_boxscore,760479,2026-06-26,,ESP,Spain,URU,Uruguay,FALSE,1,0,W,6,1,1,,14,,1,0,6,2,622,,90,23,9,66.9,2,10,Estadio Akron,Guadalajara,,2204.2498,268.97220000000016,True
2026,espn_boxscore,760480,2026-06-27,,CRO,Croatia,GHA,Ghana,TRUE,2,1,W,8,4,2,,9,,1,0,3,1,523,,90,23,4,53.3,0,8,Lincoln Financial Field,"Philadelphia, Pennsylvania",,1962.3155,263.4586999999999,True
2026,espn_boxscore,760480,2026-06-27,,GHA,Ghana,CRO,Croatia,FALSE,1,2,L,6,1,2,,13,,1,0,2,2,455,,90,11,9,46.7,2,7,Lincoln Financial Field,"Philadelphia, Pennsylvania",,1698.8568,-263.4586999999999,True
2026,espn_boxscore,760481,2026-06-27,,COL,Colombia,POR,Portugal,TRUE,0,0,D,24,6,7,,12,,1,0,5,3,544,,90,16,6,54.6,2,8,Hard Rock Stadium,"Miami Gardens, Florida",,2090.5522,29.993199999999888,True
2026,espn_boxscore,760481,2026-06-27,,POR,Portugal,COL,Colombia,FALSE,0,0,D,13,2,4,,6,,0,0,2,2,446,,90,22,13,45.4,6,5,Hard Rock Stadium,"Miami Gardens, Florida",,2060.559,-29.993199999999888,True
2026,espn_boxscore,760482,2026-06-27,,CDR,DR Congo,UZB,Uzbekistan,TRUE,3,1,W,19,4,1,,6,,3,0,2,3,485,,80,25,7,57.6,1,13,Mercedes-Benz Stadium,"Atlanta, Georgia",,1774.6761,-1.872000000000071,True
2026,espn_boxscore,760482,2026-06-27,,UZB,Uzbekistan,CDR,DR Congo,FALSE,1,3,L,3,1,0,,16,,2,0,4,1,355,,80,38,12,42.4,1,18,Mercedes-Benz Stadium,"Atlanta, Georgia",,1776.5481,1.872000000000071,True
2026,espn_boxscore,760483,2026-06-27,,JOR,Jordan,ARG,Argentina,TRUE,1,3,L,5,1,2,,13,,3,0,2,1,285,,80,13,19,26.7,1,8,AT&T Stadium,"Arlington, Texas",,1722.6075,-495.90160000000014,True
2026,espn_boxscore,760483,2026-06-27,,ARG,Argentina,JOR,Jordan,FALSE,3,1,W,12,4,1,,7,,0,0,6,3,801,,90,9,12,73.3,0,5,AT&T Stadium,"Arlington, Texas",,2218.5091,495.90160000000014,True
2026,espn_boxscore,760484,2026-06-27,,ALG,Algeria,AUT,Austria,TRUE,3,3,D,12,5,2,,3,,0,0,0,1,754,,90,18,4,65,1,5,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",,1878.2843,-23.461599999999862,True
2026,espn_boxscore,760484,2026-06-27,,AUT,Austria,ALG,Algeria,FALSE,3,3,D,10,3,1,,7,,1,0,3,3,396,,90,19,10,35,2,4,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",,1901.7459,23.461599999999862,True
2026,espn_boxscore,760485,2026-06-27,,PAN,Panama,ENG,England,TRUE,0,2,L,13,2,3,,16,,2,0,3,4,268,,80,34,6,32.9,4,11,MetLife Stadium,"East Rutherford, New Jersey",,1792.3239,-302.7022999999997,True
2026,espn_boxscore,760485,2026-06-27,,ENG,England,PAN,Panama,FALSE,2,0,W,17,6,3,,13,,1,0,7,4,558,,90,20,5,67.1,2,17,MetLife Stadium,"East Rutherford, New Jersey",,2095.0262,302.7022999999997,True
2026,espn_boxscore,760486,2026-06-28,,RSA,South Africa,CAN,Canada,TRUE,0,1,L,6,1,1,,10,,0,0,1,1,554,,80,33,15,58.4,5,13,SoFi Stadium,"Inglewood, California",,1713.4153,-144.08940000000007,False
2026,espn_boxscore,760486,2026-06-28,,CAN,Canada,RSA,South Africa,FALSE,1,0,W,12,7,0,,16,,2,0,4,0,379,,80,16,8,41.6,1,15,SoFi Stadium,"Inglewood, California",,1857.5047,144.08940000000007,False
2026,espn_boxscore,760487,2026-06-29,,BRA,Brazil,JPN,Japan,TRUE,2,1,W,19,7,6,,4,,2,0,6,1,682,,90,19,9,68.6,1,7,NRG Stadium,"Houston, Texas",,2095.9643,101.85280000000012,True
2026,espn_boxscore,760487,2026-06-29,,JPN,Japan,BRA,Brazil,FALSE,1,2,L,5,2,2,,13,,3,0,2,0,313,,80,45,6,31.4,4,4,NRG Stadium,"Houston, Texas",,1994.1115,-101.85280000000012,True
2026,espn_boxscore,760488,2026-06-29,,NED,Netherlands,MAR,Morocco,TRUE,1,1,D,6,2,3,,18,,0,0,5,3,371,,80,22,11,29.9,5,10,Estadio BBVA,Guadalupe,,2046.7618,22.850400000000036,True
2026,espn_boxscore,760488,2026-06-29,,MAR,Morocco,NED,Netherlands,FALSE,1,1,D,11,5,2,,15,,1,0,8,0,879,,90,34,11,70.1,1,14,Estadio BBVA,Guadalupe,,2023.9114,-22.850400000000036,True
2026,espn_boxscore,760489,2026-06-29,,GER,Germany,PAR,Paraguay,TRUE,1,1,D,21,6,8,,18,,2,0,16,4,805,,90,23,4,75.6,2,7,Gillette Stadium,"Foxborough, Massachusetts",,1994.097,91.78039999999987,True
2026,espn_boxscore,760489,2026-06-29,,PAR,Paraguay,GER,Germany,FALSE,1,1,D,7,3,2,,12,,2,0,6,1,255,,60,55,13,24.4,6,20,Gillette Stadium,"Foxborough, Massachusetts",,1902.3166,-91.78039999999987,True
2026,espn_boxscore,760490,2026-06-30,,CIV,Ivory Coast,NOR,Norway,TRUE,1,2,L,14,5,1,,6,,0,0,14,2,401,,80,11,4,47,1,18,AT&T Stadium,"Arlington, Texas",,1863.2019,-128.2817,True
2026,espn_boxscore,760490,2026-06-30,,NOR,Norway,CIV,Ivory Coast,FALSE,2,1,W,9,4,3,,7,,1,0,3,2,474,,90,37,5,53,4,11,AT&T Stadium,"Arlington, Texas",,1991.4836,128.2817,True
2026,espn_boxscore,760491,2026-06-30,,MEX,Mexico,ECU,Ecuador,TRUE,2,0,W,15,3,3,,10,,0,0,3,0,316,,80,39,7,42.8,1,5,Estadio Banorte,Mexico City,,2020.5833,26.749499999999898,False
2026,espn_boxscore,760491,2026-06-30,,ECU,Ecuador,MEX,Mexico,FALSE,0,2,L,7,1,1,,14,,3,1,8,1,410,,80,19,6,57.2,1,8,Estadio Banorte,Mexico City,,1993.8338,-26.749499999999898,False
2026,espn_boxscore,760492,2026-06-30,,FRA,France,SWE,Sweden,TRUE,3,0,W,25,12,4,,14,,0,0,9,3,551,,90,23,5,61,3,7,MetLife Stadium,"East Rutherford, New Jersey",,2190.6197,377.9029000000003,True
2026,espn_boxscore,760492,2026-06-30,,SWE,Sweden,FRA,France,FALSE,0,3,L,8,3,1,,10,,0,0,1,1,350,,80,26,12,39,9,9,MetLife Stadium,"East Rutherford, New Jersey",,1812.7168,-377.9029000000003,True
2026,espn_boxscore,760493,2026-07-01,,BEL,Belgium,SEN,Senegal,TRUE,3,2,W,19,5,5,,22,,1,0,4,2,701,,90,28,8,52.3,3,5,Lumen Field,"Seattle, Washington",,1953.8311,48.20170000000007,True
2026,espn_boxscore,760493,2026-07-01,,SEN,Senegal,BEL,Belgium,FALSE,2,3,L,19,5,3,,12,,1,0,2,2,639,,80,31,11,47.7,3,4,Lumen Field,"Seattle, Washington",,1905.6294,-48.20170000000007,True
2026,espn_boxscore,760494,2026-07-01,,USA,United States,BIH,Bosnia and Herzegovina,TRUE,2,0,W,8,2,2,,7,,0,1,4,3,415,,80,28,7,48.4,3,8,Levi's Stadium,"Santa Clara, California",,1879.4016,188.7123999999999,False
2026,espn_boxscore,760494,2026-07-01,,BIH,Bosnia and Herzegovina,USA,United States,FALSE,0,2,L,10,3,3,,13,,1,0,3,0,447,,80,26,7,51.6,0,12,Levi's Stadium,"Santa Clara, California",,1690.6892,-188.7123999999999,False
2026,espn_boxscore,760495,2026-07-01,,ENG,England,CDR,DR Congo,TRUE,2,1,W,16,7,3,,10,,1,0,5,0,517,,90,23,7,59.7,1,6,Mercedes-Benz Stadium,"Atlanta, Georgia",,2108.4359,288.5173,True
2026,espn_boxscore,760495,2026-07-01,,CDR,DR Congo,ENG,England,FALSE,1,2,L,7,2,2,,12,,1,0,3,4,365,,80,36,3,40.3,5,8,Mercedes-Benz Stadium,"Atlanta, Georgia",,1819.9186,-288.5173,True
2026,espn_boxscore,760496,2026-07-02,,POR,Portugal,CRO,Croatia,TRUE,2,1,W,15,3,4,,6,,1,0,9,1,585,,90,19,5,60.4,5,9,BMO Field,Toronto,,2063.1424,90.0291000000002,True
2026,espn_boxscore,760496,2026-07-02,,CRO,Croatia,POR,Portugal,FALSE,1,2,L,13,6,2,,12,,2,0,5,4,370,,80,19,10,39.6,2,11,BMO Field,Toronto,,1973.1133,-90.0291000000002,True
2026,espn_boxscore,760497,2026-07-02,,ESP,Spain,AUT,Austria,TRUE,3,0,W,23,10,7,,8,,0,0,9,2,629,,90,15,6,64.4,0,12,SoFi Stadium,"Inglewood, California",,2214.7695,315.04639999999995,True
2026,espn_boxscore,760497,2026-07-02,,AUT,Austria,ESP,Spain,FALSE,0,3,L,5,0,1,,15,,1,0,0,5,347,,80,21,6,35.6,6,8,SoFi Stadium,"Inglewood, California",,1899.7231,-315.04639999999995,True
2026,espn_boxscore,760498,2026-07-02,,SUI,Switzerland,ALG,Algeria,TRUE,2,0,W,11,5,2,,10,,0,0,4,0,438,,80,23,17,44.5,2,14,BC Place,Vancouver,,1981.3199,101.01279999999997,True
2026,espn_boxscore,760498,2026-07-02,,ALG,Algeria,SUI,Switzerland,FALSE,0,2,L,8,2,3,,12,,2,0,2,2,563,,80,14,10,55.5,2,9,BC Place,Vancouver,,1880.3071,-101.01279999999997,True
2026,espn_boxscore,760499,2026-07-03,,AUS,Australia,EGY,Egypt,TRUE,1,1,D,16,1,9,,12,,0,0,4,0,505,,80,31,9,41.7,3,7,AT&T Stadium,"Arlington, Texas",,1912.1815,53.56099999999992,True
2026,espn_boxscore,760499,2026-07-03,,EGY,Egypt,AUS,Australia,FALSE,1,1,D,14,3,6,,14,,2,0,7,3,722,,80,37,8,58.3,1,7,AT&T Stadium,"Arlington, Texas",,1858.6205,-53.56099999999992,True
2026,espn_boxscore,760500,2026-07-03,,ARG,Argentina,CPV,Cape Verde,TRUE,3,2,W,22,10,7,,13,,1,0,8,3,850,,90,24,9,63.6,3,13,Hard Rock Stadium,"Miami Gardens, Florida",,2223.4089,521.8420999999998,True
2026,espn_boxscore,760500,2026-07-03,,CPV,Cape Verde,ARG,Argentina,FALSE,2,3,L,16,5,6,,12,,1,0,8,2,476,,90,26,9,36.4,8,7,Hard Rock Stadium,"Miami Gardens, Florida",,1701.5668,-521.8420999999998,True
2026,espn_boxscore,760501,2026-07-03,,COL,Colombia,GHA,Ghana,TRUE,1,0,W,20,8,4,,14,,2,0,3,2,586,,90,24,5,60.7,0,8,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",,2087.9688,399.90980000000013,True
2026,espn_boxscore,760501,2026-07-03,,GHA,Ghana,COL,Colombia,FALSE,0,1,L,8,0,5,,10,,3,0,2,0,376,,80,11,5,39.3,7,7,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",,1688.059,-399.90980000000013,True
2026,espn_boxscore,760502,2026-07-04,,CAN,Canada,MAR,Morocco,TRUE,0,3,L,10,3,3,,24,,4,0,11,2,359,,80,10,5,44.7,1,9,NRG Stadium,"Houston, Texas",,1869.3252,-156.55639999999994,False
2026,espn_boxscore,760502,2026-07-04,,MAR,Morocco,CAN,Canada,FALSE,3,0,W,5,4,0,,14,,4,0,1,3,473,,80,47,9,55.3,3,9,NRG Stadium,"Houston, Texas",,2025.8816,156.55639999999994,False
2026,espn_boxscore,760503,2026-07-04,,PAR,Paraguay,FRA,France,TRUE,0,1,L,5,1,1,,13,,0,0,2,0,183,,50,21,14,24.1,4,21,Lincoln Financial Field,"Philadelphia, Pennsylvania",,1910.0622,-291.26570000000015,True
2026,espn_boxscore,760503,2026-07-04,,FRA,France,PAR,Paraguay,FALSE,1,0,W,15,5,4,,11,,3,0,12,0,569,,90,27,10,75.9,1,7,Lincoln Financial Field,"Philadelphia, Pennsylvania",,2201.3279,291.26570000000015,True
2026,espn_boxscore,760504,2026-07-05,,BRA,Brazil,NOR,Norway,TRUE,1,2,L,14,4,4,,7,,1,0,5,1,331,,80,21,11,33.6,3,10,MetLife Stadium,"East Rutherford, New Jersey",,2117.4132,106.52890000000002,True
2026,espn_boxscore,760504,2026-07-05,,NOR,Norway,BRA,Brazil,FALSE,2,1,W,9,5,1,,6,,0,0,5,1,681,,90,18,6,66.4,4,11,MetLife Stadium,"East Rutherford, New Jersey",,2010.8843,-106.52890000000002,True
2026,espn_boxscore,760505,2026-07-05,,MEX,Mexico,ENG,England,TRUE,2,3,L,20,5,7,,14,,2,0,12,1,453,,90,13,7,66.9,2,7,Estadio Banorte,Mexico City,,2049.8582,-68.1567,False
2026,espn_boxscore,760505,2026-07-05,,ENG,England,MEX,Mexico,FALSE,3,2,W,6,5,0,,7,,4,1,2,0,244,,80,49,4,33.1,3,9,Estadio Banorte,Mexico City,,2118.0149,68.1567,False
2026,espn_boxscore,760506,2026-07-06,,POR,Portugal,ESP,Spain,TRUE,0,1,L,10,2,3,,9,,2,0,3,2,427,,80,23,7,44.6,5,9,AT&T Stadium,"Arlington, Texas",,2085.5381,-143.95339999999987,True
2026,espn_boxscore,760506,2026-07-06,,ESP,Spain,POR,Portugal,FALSE,1,0,W,15,6,3,,13,,1,0,7,1,530,,90,13,6,55.4,2,13,AT&T Stadium,"Arlington, Texas",,2229.4915,143.95339999999987,True
2026,espn_boxscore,760507,2026-07-06,,USA,United States,BEL,Belgium,TRUE,1,4,L,7,2,0,,11,,2,0,3,0,527,,90,23,9,55.9,3,9,Lumen Field,"Seattle, Washington",,1893.7565,-85.93900000000008,False
2026,espn_boxscore,760507,2026-07-06,,BEL,Belgium,USA,United States,FALSE,4,1,W,15,7,4,,9,,0,0,5,1,414,,80,18,9,44.1,1,10,Lumen Field,"Seattle, Washington",,1979.6955,85.93900000000008,False
2026,espn_boxscore,760508,2026-07-07,,SUI,Switzerland,COL,Colombia,TRUE,0,0,D,7,2,1,,22,,3,0,3,5,631,,90,35,14,53.4,3,7,BC Place,Vancouver,,2013.5933,-79.83260000000018,True
2026,espn_boxscore,760508,2026-07-07,,COL,Colombia,SUI,Switzerland,FALSE,0,0,D,15,3,4,,21,,2,0,7,4,547,,80,22,13,46.6,2,8,BC Place,Vancouver,,2093.4259,79.83260000000018,True
2026,espn_boxscore,760509,2026-07-07,,ARG,Argentina,EGY,Egypt,TRUE,3,2,W,19,7,4,,13,,0,0,6,3,602,,90,14,7,63.6,0,15,Mercedes-Benz Stadium,"Atlanta, Georgia",,2226.2437,363.03459999999995,True
2026,espn_boxscore,760509,2026-07-07,,EGY,Egypt,ARG,Argentina,FALSE,2,3,L,5,2,1,,11,,4,0,1,0,349,,80,44,9,36.4,4,7,Mercedes-Benz Stadium,"Atlanta, Georgia",,1863.2091,-363.03459999999995,True
2026,espn_boxscore,760510,2026-07-09,,FRA,France,MAR,Morocco,TRUE,2,0,W,22,8,5,,10,,0,0,5,0,486,,90,20,13,48,1,8,Gillette Stadium,"Foxborough, Massachusetts",,2210.7802,140.86990000000014,True
2026,espn_boxscore,760510,2026-07-09,,MAR,Morocco,FRA,France,FALSE,0,2,L,5,1,1,,13,,1,0,5,0,526,,90,12,6,52,6,5,Gillette Stadium,"Foxborough, Massachusetts",,2069.9103,-140.86990000000014,True
