file,match,date,stage,q_num,question_text,category,our_estimate,crowd_estimate,outcome,rbp,beat_crowd,final_score,match_rbp_total
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,2,,,0.28,0.44,0,13.61,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,3,,,0.32,0.34,0,2.93,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,4,,,0.5,0.46,1,5.63,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,5,,,0.4,0.54,0,16.23,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,6,,,0.4,0.48,1,-6.43,False,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,7,,,0.36,0.4,0,5.39,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,8,,,0.45,0.66,0,25.69,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,9,,,0.68,0.56,1,11.74,True,GHA 1-0 PAN,68.01
gha_pan_2026-06-17.json,GHA-PAN,2026-06-17,,10,,,0.57,0.39,0,-13.8,False,GHA 1-0 PAN,68.01
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,1,Jordan more fouls than Algeria?,,,,1,-23.23,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,2,4+ total SOT in 2H?,,,,1,-6.6,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,3,Jordan first AND Algeria 2H?,,,,1,-6.03,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,4,Algeria 2+ offsides?,,,,0,8.98,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,5,Penalty OR red card?,,,,0,-3.2,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,6,Mahrez 1+ SOT in 2H?,,,,0,3.59,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,7,Jordan scores 1+ goal?,,,,1,6.4,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,8,HT tied?,,,,0,0.01,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,9,3+ total goals?,,,,1,1.38,,Jordan 1-2 Algeria,-5.6
jor_alg_2026-06-22.json,JOR-ALG,2026-06-22,,10,Al-Taamari 1+ SOT?,,,,1,13.11,,Jordan 1-2 Algeria,-5.6
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,1,Will Japan commit more fouls than Netherlands?,tier2_realdata,0.72,0.49,0,-25.37,False,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,2,Will Netherlands be caught offside 2 or more times?,tier2_realdata,0.44,0.54,0,12.02,True,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,3,Will both teams have at least 1 shot on target in the second half?,tier2_realdata,0.83,0.76,1,5.23,True,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,4,Will both teams score AND the match have 3 or more total goals?,tier1_market,0.39,0.44,1,-2.69,False,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,5,Will Japan receive more cards than Netherlands?,tier1_market,0.44,0.43,0,1.06,False,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,6,Will Netherlands win the match?,match_winner_deferred_market,0.47,0.53,0,9.32,True,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,7,Will Japan score in the second half?,tier1_market,0.45,0.5,1,-2.95,False,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,8,Will there be 8 or more total shots on target?,tier1_market,0.59,0.56,1,6.02,True,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,9,Will Cody Gakpo have at least 1 shot on target?,tier1_market,0.61,0.61,1,2.5,False,Netherlands 2 - 2 Japan,0.47
jpn_ned_2026-06-14.json,JPN-NED,2026-06-14,,10,Will Takefusa Kubo score or assist a goal (excluding own goals)?,tier1_market,0.3,0.36,1,-4.65,False,Netherlands 2 - 2 Japan,0.47
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,1,,,0.25,0.39,1,-17.65,False,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,2,,,0.25,0.28,0,3.9,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,3,,,0.45,0.47,0,4.7,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,4,,,0.36,0.37,0,2.44,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,5,,,0.12,0.17,0,3.23,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,6,,,0.54,0.5,0,-1.86,False,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,7,,,0.63,0.51,1,12.09,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,8,,,0.65,0.64,1,1.98,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,9,,,0.18,0.29,0,8.5,True,JPN 4-0 TUN,17.34
jpn_tun_2026-06-21.json,JPN-TUN,2026-06-21,,10,,,0.58,,,,,JPN 4-0 TUN,17.34
kor_cze_2026-06-11.json,KOR vs CZE,2026-06-11,,1,Will both teams score AND the match have 3 or more total goals?,compound_market_proxy,0.4,0.38,1,6.44,True,Korea Republic 2 - 1 Czechia,22.81
kor_cze_2026-06-11.json,KOR vs CZE,2026-06-11,,2,Will a penalty kick be awarded in the match?,tier1_market_deviated,0.42,0.33,0,-3.2,False,Korea Republic 2 - 1 Czechia,22.81
kor_cze_2026-06-11.json,KOR vs CZE,2026-06-11,,3,Will South Korea have more shots on target than Czechia in the second half?,stats_proxy,0.6,0.55,1,7.21,True,Korea Republic 2 - 1 Czechia,22.81
kor_cze_2026-06-11.json,KOR vs CZE,2026-06-11,,4,Will South Korea win the match?,match_winner_internal_model,0.46,0.51,1,-0.08,False,Korea Republic 2 - 1 Czechia,22.81
kor_cze_2026-06-11.json,KOR vs CZE,2026-06-11,,5,Will Son Heung-min score a goal (excluding own goals)?,tier1_market_deviated,0.38,0.4,0,6.52,True,Korea Republic 2 - 1 Czechia,22.81
kor_cze_2026-06-11.json,KOR vs CZE,2026-06-11,,6,Will Patrik Schick have at least 1 shot on target?,tier1_market,0.65,0.67,0,5.91,True,Korea Republic 2 - 1 Czechia,22.81
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,1,Will Haiti commit more fouls than Morocco?,,0.65,0.61,1,5.47,True,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,2,"At halftime, will Haiti have more corner kicks than Morocco?",,0.35,0.25,0,-3.62,False,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,3,Will Haiti receive more cards than Morocco?,,0.72,0.55,1,13.91,True,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,4,Will Morocco have more shots on target than Haiti in the second half?,,0.7,0.72,1,1.03,True,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,5,Will there be 4 or more total shots on target in the second half?,,0.45,0.62,1,-13.51,False,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,6,Will a penalty kick be awarded OR a red card be shown?,,0.38,0.35,0,-0.13,False,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,7,Will Morocco win the match?,,0.8,0.8,1,1.66,True,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,8,Will Morocco score in the first half?,,0.7,0.66,1,4.22,True,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,9,Will Duckens Nazon have at least 1 shot on target?,,0.25,0.28,1,-1.23,False,Morocco 4-2 Haiti,11.07
mar_hai_2026-06-24.json,Morocco vs Haiti,2026-06-24,Group C,10,Will Haiti score in the second half?,,0.25,0.28,0,3.27,True,Morocco 4-2 Haiti,11.07
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,1,,,0.43,0.52,1,-6.73,False,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,2,,,0.79,0.73,1,5.05,True,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,3,,,0.47,0.47,1,2.55,False,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,4,,,0.47,0.49,1,-0.16,False,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,5,,,0.42,0.47,1,-3.64,False,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,6,,,0.32,0.5,0,18.04,True,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,7,,,0.56,0.59,1,-0.2,False,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,8,,,0.38,0.43,0,5.57,True,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,9,,,0.63,0.58,1,6.6,True,NED 5-1 SWE,32.05
ned_swe_2026-06-20.json,NED-SWE,2026-06-20,,10,,,0.64,0.61,1,4.96,True,NED 5-1 SWE,32.05
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,1,Will Senegal be caught offside 2+ times?,,,,1,22.07,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,2,Will Norway score more 2H goals than Senegal?,,,,0,2.63,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,3,Penalty kick OR red card?,,,,0,2.91,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,4,Will Senegal commit more fouls than Norway?,,,,0,8.46,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,5,4+ total 2H SOT?,,,,1,-5.3,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,6,Norway win?,,,,1,-1.24,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,7,HT tied?,,,,0,3.29,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,8,9+ total corners?,,,,1,-0.37,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,9,Norway 6+ SOT?,,,,1,-1.58,,Norway 3-2 Senegal,36.49
nor_sen_2026-06-22.json,NOR-SEN,2026-06-22,,10,Sadio Mané scores?,,,,0,5.63,,Norway 3-2 Senegal,36.49
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,1,Will New Zealand commit more fouls than Egypt?,,0.33,0.51,1,-18.43,False,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,2,"In the second half, will New Zealand have more shots on target than Egypt?",,0.22,0.33,0,8.47,True,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,3,Will the second half have more goals than the first half?,,0.42,0.49,1,-6.16,False,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,4,Will Egypt finish with more corner kicks than New Zealand?,,0.42,0.62,0,22.85,True,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,5,Will New Zealand win the match?,,0.15,0.23,0,5.45,True,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,6,Will the match have 2 or fewer total goals?,,0.54,0.52,0,-0.45,False,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,7,Will there be 4 or more total cards shown?,,0.3,0.43,0,11.91,True,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,8,Will Ben Waine have at least 1 shot on target?,,0.48,0.32,0,-9.15,False,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,9,Will Mahmoud Trezeguet score or assist a goal (excluding own goals)?,,0.52,0.28,1,32.04,True,NZL 1-3 Egypt,46.54
nzl_egy_2026-06-22.json,NZL-EGY,2026-06-22,,10,Will Egypt be caught offside 2 or more times?,,0.5,0.49,0,0.0,False,NZL 1-3 Egypt,46.54
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",1,UZB 2+ offsides?,,,,1,-26.35,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",2,POR more 2H SOT than UZB?,,,,1,4.99,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",3,POR 2+ offsides?,,,,1,9.38,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",4,Penalty OR red card?,,,,0,-0.32,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",5,Shomurodov 2H SOT?,,,,0,8.78,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",6,BTTS AND 3+ goals?,,,,0,5.72,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",7,Portugal win?,,,,1,5.49,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",8,2H had 2+ goals?,,,,1,-8.38,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",9,UZB 4+ total SOT?,,,,0,10.61,,Portugal 5-0 Uzbekistan,-1.11
por_uzb_2026-06-23.json,POR-UZB,2026-06-23,"Group K (Portugal, DR Congo, Colombia, Uzbekistan)",10,Ramos scores?,,,,0,-11.03,,Portugal 5-0 Uzbekistan,-1.11
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,1,"At halftime, will both teams have at least 1 shot on target?",tier2_realdata,0.2,0.59,1,-42.51,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,2,Will Switzerland be caught offside 2 or more times?,tier2_realdata,0.6,0.53,0,-3.84,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,3,Will Switzerland receive at least 1 card in the second half?,tier2_realdata,0.4,0.57,0,19.86,True,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,4,Will both teams score AND the match have 3 or more total goals?,tier1_market,0.32,0.31,0,2.85,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,5,Will Qatar have 2 or more shots on target in the second half?,tier2_realdata,0.3,0.39,1,-7.61,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,6,Will Qatar commit more fouls than Switzerland?,tier2_realdata,0.46,0.64,1,-13.81,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,7,Will Qatar score at least 1 goal?,tier1_market_deviated_down,0.38,0.4,1,2.0,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,8,Will Qatar have 2 or more shots on target?,tier2_realdata,0.39,0.57,1,-14.3,False,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,9,Will Akram Afif have at least 1 shot on target?,tier1_market,0.42,0.46,0,7.26,True,Qatar 1 - 1 Switzerland,-39.21
qat_sui_2026-06-13.json,Qatar vs Switzerland,2026-06-13,,10,Will Granit Xhaka have at least 1 shot on target?,tier1_market,0.41,0.48,0,10.91,True,Qatar 1 - 1 Switzerland,-39.21
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,1,KOR 2+ offsides,,0.7,0.52,0,-19.17,False,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,2,KOR card in 2H,,0.52,0.55,1,-0.7,False,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,3,BTTS AND 3+ goals,,0.3,0.35,0,5.66,True,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,4,KOR more 2H SOT than RSA,,0.72,0.6,1,10.81,True,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,5,RSA more fouls than KOR,,0.6,0.57,0,-1.77,False,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,6,HT tied,,0.4,0.43,1,-2.18,False,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,7,RSA 3+ SOT,,0.4,0.52,1,-10.69,False,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,8,Appollis 1+ SOT,,0.38,0.4,1,0.29,True,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,9,Son 1+ SOT,,0.72,0.56,0,-16.33,False,South Africa 1-0 South Korea,-39.56
rsa_kor_2026-06-24.json,South Africa vs South Korea,2026-06-24,Group A — GD3,10,South Africa win the match,,0.17,0.22,1,-5.47,False,South Africa 1-0 South Korea,-39.56
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,1,,tier2_realdata,0.34,0.44,0,10.87,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,2,,tier2_realdata,0.74,0.67,0,-7.76,False,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,3,,tier2_realdata,0.52,0.49,1,4.73,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,4,,tier1_market,0.57,0.56,1,3.09,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,5,,tier1_market,0.26,0.32,0,5.87,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,6,,tier2_realdata,0.41,0.53,1,-9.88,False,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,7,,tier2_realdata,0.3,0.67,1,-35.66,False,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,8,,match_winner_deferred_market,0.11,0.18,0,4.4,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,9,,tier1_market,0.2,0.27,0,5.31,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sau_uru_2026-06-15.json,SAU-URU,2026-06-15,,10,,tier1_market,0.38,0.41,0,5.28,True,Saudi Arabia 1 - 1 Uruguay,-13.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,1,Will Brazil have more shots on target than Scotland in the second half?,,0.7,0.71,0,3.93,True,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,2,Will Scotland be caught offside 2 or more times?,,0.32,0.42,0,9.65,True,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,3,Will Scotland score the first goal of the game and Brazil score in the second half?,,0.13,0.2,0,4.49,True,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,4,Will Brazil finish with more corner kicks than Scotland?,,0.78,0.72,0,-7.83,False,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,5,Will Scotland score at least 1 goal?,,0.45,0.44,0,1.86,True,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,6,Will the match have 3 or more total goals?,,0.52,0.54,1,0.16,True,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,7,Will Brazil score in the second half?,,0.62,0.69,1,-3.33,False,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,8,Will there be 4 or more total cards shown?,,0.62,0.44,0,-16.78,False,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,9,Will Scott McTominay have at least 1 shot on target?,,0.5,0.43,1,10.39,True,Scotland 0-3 Brazil,2.75
sco_bra_2026-06-24.json,Scotland vs Brazil,2026-06-24,Group C,10,Will Brazil score in the first half?,,0.62,0.64,1,0.22,True,Scotland 0-3 Brazil,2.75
sco_mar_2026-06-19.json,SCO-MAR,2026-06-19,,1,,,0.4,0.49,0,10.64,True,SCO 0-1 MAR,71.5
sco_mar_2026-06-19.json,SCO-MAR,2026-06-19,,2,,,0.33,0.44,0,10.98,True,SCO 0-1 MAR,71.5
sco_mar_2026-06-19.json,SCO-MAR,2026-06-19,,3,,,0.5,0.58,0,10.35,True,SCO 0-1 MAR,71.5
