question,event_id,date,team_a,team_b,n_prior,predicted_rate,actual,brier_wf,brier_naive
Q8 both-teams-carded,760418,2026-06-14,Haiti,Scotland,6,0.6666666666666666,1,0.11111111111111113,0.25
Q8 both-teams-carded,760421,2026-06-14,Australia,Türkiye,6,0.6666666666666666,0,0.4444444444444444,0.25
Q8 both-teams-carded,760422,2026-06-14,Germany,Curaçao,6,0.6666666666666666,0,0.4444444444444444,0.25
Q8 both-teams-carded,760423,2026-06-14,Ivory Coast,Ecuador,6,0.6666666666666666,1,0.11111111111111113,0.25
Q8 both-teams-carded,760425,2026-06-14,Netherlands,Japan,6,0.6666666666666666,0,0.4444444444444444,0.25
Q8 both-teams-carded,760428,2026-06-15,Spain,Cape Verde,11,0.5454545454545454,1,0.20661157024793392,0.25
Q8 both-teams-carded,760424,2026-06-15,Sweden,Tunisia,11,0.5454545454545454,0,0.29752066115702475,0.25
Q8 both-teams-carded,760426,2026-06-15,Belgium,Egypt,11,0.5454545454545454,1,0.20661157024793392,0.25
Q8 both-teams-carded,760429,2026-06-15,Saudi Arabia,Uruguay,11,0.5454545454545454,0,0.29752066115702475,0.25
Q8 both-teams-carded,760432,2026-06-16,France,Senegal,15,0.5333333333333333,0,0.28444444444444444,0.25
Q8 both-teams-carded,760427,2026-06-16,Iran,New Zealand,15,0.5333333333333333,0,0.28444444444444444,0.25
Q8 both-teams-carded,760430,2026-06-16,Iraq,Norway,15,0.5333333333333333,0,0.28444444444444444,0.25
Q8 both-teams-carded,760431,2026-06-17,Austria,Jordan,18,0.4444444444444444,0,0.19753086419753085,0.25
Q8 both-teams-carded,760433,2026-06-17,Argentina,Algeria,18,0.4444444444444444,0,0.19753086419753085,0.25
Q8 both-teams-carded,760434,2026-06-17,Ghana,Panama,18,0.4444444444444444,1,0.308641975308642,0.25
Q8 both-teams-carded,760435,2026-06-17,Portugal,Congo DR,18,0.4444444444444444,1,0.308641975308642,0.25
Q8 both-teams-carded,760437,2026-06-17,England,Croatia,18,0.4444444444444444,0,0.19753086419753085,0.25
Q8 both-teams-carded,760436,2026-06-18,Uzbekistan,Colombia,23,0.43478260869565216,1,0.3194706994328923,0.25
Q8 both-teams-carded,760438,2026-06-18,Czechia,South Africa,23,0.43478260869565216,1,0.3194706994328923,0.25
Q8 both-teams-carded,760439,2026-06-18,Switzerland,Bosnia-Herzegovina,23,0.43478260869565216,1,0.3194706994328923,0.25
Q8 both-teams-carded,760440,2026-06-18,Canada,Qatar,23,0.43478260869565216,1,0.3194706994328923,0.25
Q8 both-teams-carded,760441,2026-06-19,Mexico,South Korea,27,0.5185185185185185,0,0.2688614540466392,0.25
Q8 both-teams-carded,760442,2026-06-19,United States,Australia,27,0.5185185185185185,1,0.2318244170096022,0.25
Q8 both-teams-carded,760445,2026-06-19,Scotland,Morocco,27,0.5185185185185185,1,0.2318244170096022,0.25
Q8 both-teams-carded,760443,2026-06-20,Türkiye,Paraguay,30,0.5333333333333333,1,0.2177777777777778,0.25
Q8 both-teams-carded,760444,2026-06-20,Brazil,Haiti,30,0.5333333333333333,1,0.2177777777777778,0.25
Q8 both-teams-carded,760447,2026-06-20,Netherlands,Sweden,30,0.5333333333333333,0,0.28444444444444444,0.25
Q8 both-teams-carded,760448,2026-06-20,Germany,Ivory Coast,30,0.5333333333333333,0,0.28444444444444444,0.25
Q8 both-teams-carded,760453,2026-06-21,Spain,Saudi Arabia,34,0.5294117647058824,0,0.28027681660899656,0.25
Q8 both-teams-carded,760446,2026-06-21,Ecuador,Curaçao,34,0.5294117647058824,1,0.22145328719723184,0.25
Q8 both-teams-carded,760449,2026-06-21,Tunisia,Japan,34,0.5294117647058824,0,0.28027681660899656,0.25
Q8 both-teams-carded,760450,2026-06-21,Uruguay,Cape Verde,34,0.5294117647058824,1,0.22145328719723184,0.25
Q8 both-teams-carded,760451,2026-06-21,Belgium,Iran,34,0.5294117647058824,1,0.22145328719723184,0.25
Q8 both-teams-carded,760457,2026-06-22,France,Iraq,39,0.5384615384615384,0,0.28994082840236685,0.25
Q8 both-teams-carded,760452,2026-06-22,New Zealand,Egypt,39,0.5384615384615384,1,0.21301775147928997,0.25
Q8 both-teams-carded,760456,2026-06-22,Argentina,Austria,39,0.5384615384615384,1,0.21301775147928997,0.25
Q8 both-teams-carded,760454,2026-06-23,Norway,Senegal,42,0.5476190476190477,0,0.2998866213151928,0.25
Q8 both-teams-carded,760455,2026-06-23,Jordan,Algeria,42,0.5476190476190477,1,0.20464852607709746,0.25
Q8 both-teams-carded,760458,2026-06-23,England,Ghana,42,0.5476190476190477,1,0.20464852607709746,0.25
Q8 both-teams-carded,760460,2026-06-23,Panama,Croatia,42,0.5476190476190477,1,0.20464852607709746,0.25
Q8 both-teams-carded,760461,2026-06-23,Portugal,Uzbekistan,42,0.5476190476190477,1,0.20464852607709746,0.25
Q8 both-teams-carded,760459,2026-06-24,Colombia,Congo DR,47,0.574468085106383,1,0.18107741059302848,0.25
Q8 both-teams-carded,760462,2026-06-24,Bosnia-Herzegovina,Qatar,47,0.574468085106383,1,0.18107741059302848,0.25
Q8 both-teams-carded,760463,2026-06-24,Switzerland,Canada,47,0.574468085106383,1,0.18107741059302848,0.25
Q8 both-teams-carded,760464,2026-06-24,Morocco,Haiti,47,0.574468085106383,0,0.3300135808057945,0.25
Q8 both-teams-carded,760465,2026-06-24,Scotland,Brazil,47,0.574468085106383,1,0.18107741059302848,0.25
Q8 both-teams-carded,760466,2026-06-25,South Africa,South Korea,52,0.5961538461538461,1,0.16309171597633138,0.25
Q8 both-teams-carded,760467,2026-06-25,Czechia,Mexico,52,0.5961538461538461,0,0.35539940828402367,0.25
Q8 both-teams-carded,760468,2026-06-25,Ecuador,Germany,52,0.5961538461538461,1,0.16309171597633138,0.25
Q8 both-teams-carded,760471,2026-06-25,Japan,Sweden,52,0.5961538461538461,1,0.16309171597633138,0.25
Q8 both-teams-carded,760472,2026-06-25,Tunisia,Netherlands,52,0.5961538461538461,0,0.35539940828402367,0.25
Q8 both-teams-carded,760473,2026-06-25,Curaçao,Ivory Coast,52,0.5961538461538461,1,0.16309171597633138,0.25
Q8 both-teams-carded,760475,2026-06-26,Norway,France,58,0.603448275862069,1,0.15725326991676578,0.25
Q8 both-teams-carded,760469,2026-06-26,Paraguay,Australia,58,0.603448275862069,1,0.15725326991676578,0.25
Q8 both-teams-carded,760470,2026-06-26,Türkiye,United States,58,0.603448275862069,0,0.36414982164090365,0.25
Q8 both-teams-carded,760474,2026-06-26,Senegal,Iraq,58,0.603448275862069,1,0.15725326991676578,0.25
Q8 both-teams-carded,760479,2026-06-27,Uruguay,Spain,62,0.6129032258064516,1,0.14984391259105098,0.25
Q8 both-teams-carded,760476,2026-06-27,Egypt,Iran,62,0.6129032258064516,1,0.14984391259105098,0.25
Q8 both-teams-carded,760477,2026-06-27,New Zealand,Belgium,62,0.6129032258064516,0,0.3756503642039542,0.25
Q8 both-teams-carded,760478,2026-06-27,Cape Verde,Saudi Arabia,62,0.6129032258064516,1,0.14984391259105098,0.25
Q8 both-teams-carded,760480,2026-06-27,Croatia,Ghana,62,0.6129032258064516,1,0.14984391259105098,0.25
Q8 both-teams-carded,760481,2026-06-27,Colombia,Portugal,62,0.6129032258064516,0,0.3756503642039542,0.25
Q8 both-teams-carded,760482,2026-06-27,Congo DR,Uzbekistan,62,0.6129032258064516,1,0.14984391259105098,0.25
Q8 both-teams-carded,760485,2026-06-27,Panama,England,62,0.6129032258064516,1,0.14984391259105098,0.25
Q8 both-teams-carded,760483,2026-06-28,Jordan,Argentina,70,0.6285714285714286,0,0.3951020408163265,0.25
Q8 both-teams-carded,760484,2026-06-28,Algeria,Austria,70,0.6285714285714286,0,0.3951020408163265,0.25
Q8 both-teams-carded,760486,2026-06-28,South Africa,Canada,70,0.6285714285714286,0,0.3951020408163265,0.25
Q8 both-teams-carded,760487,2026-06-29,Brazil,Japan,73,0.6027397260273972,1,0.15781572527678742,0.25
Q8 both-teams-carded,760489,2026-06-29,Germany,Paraguay,73,0.6027397260273972,0,0.36329517733158184,0.25
Q8 both-teams-carded,760492,2026-06-30,France,Sweden,75,0.6,0,0.36,0.25
Q8 both-teams-carded,760488,2026-06-30,Netherlands,Morocco,75,0.6,0,0.36,0.25
Q8 both-teams-carded,760490,2026-06-30,Ivory Coast,Norway,75,0.6,0,0.36,0.25
Q8 both-teams-carded,760491,2026-07-01,Mexico,Ecuador,78,0.5769230769230769,0,0.33284023668639046,0.25
Q8 both-teams-carded,760493,2026-07-01,Belgium,Senegal,78,0.5769230769230769,1,0.17899408284023674,0.25
Q8 both-teams-carded,760495,2026-07-01,England,Congo DR,78,0.5769230769230769,1,0.17899408284023674,0.25
Q8 both-teams-carded,760497,2026-07-02,Spain,Austria,81,0.5802469135802469,0,0.33668648071940255,0.25
Q8 both-teams-carded,760494,2026-07-02,United States,Bosnia-Herzegovina,81,0.5802469135802469,1,0.17619265355890867,0.25
Q8 both-teams-carded,760496,2026-07-02,Portugal,Croatia,81,0.5802469135802469,1,0.17619265355890867,0.25
Q8 both-teams-carded,760498,2026-07-03,Switzerland,Algeria,84,0.5833333333333334,0,0.34027777777777785,0.25
Q8 both-teams-carded,760499,2026-07-03,Australia,Egypt,84,0.5833333333333334,0,0.34027777777777785,0.25
Q8 both-teams-carded,760500,2026-07-03,Argentina,Cape Verde,84,0.5833333333333334,0,0.34027777777777785,0.25
Q8 both-teams-carded,760503,2026-07-04,Paraguay,France,87,0.5632183908045977,0,0.3172149557405205,0.25
Q8 both-teams-carded,760501,2026-07-04,Colombia,Ghana,87,0.5632183908045977,1,0.19077817413132517,0.25
Q8 both-teams-carded,760502,2026-07-04,Canada,Morocco,87,0.5632183908045977,1,0.19077817413132517,0.25
Q8 both-teams-carded,760504,2026-07-05,Brazil,Norway,90,0.5666666666666667,0,0.32111111111111107,0.25
Q8 both-teams-carded,760506,2026-07-06,Portugal,Spain,91,0.5604395604395604,1,0.19321338002656682,0.25
Q8 both-teams-carded,760505,2026-07-06,Mexico,England,91,0.5604395604395604,1,0.19321338002656682,0.25
Q8 both-teams-carded,760507,2026-07-07,United States,Belgium,93,0.5698924731182796,0,0.32477743091686906,0.25
Q8 both-teams-carded,760508,2026-07-07,Switzerland,Colombia,93,0.5698924731182796,1,0.18499248468030982,0.25
Q8 both-teams-carded,760509,2026-07-07,Argentina,Egypt,93,0.5698924731182796,0,0.32477743091686906,0.25
Q8 both-teams-carded,760510,2026-07-09,France,Morocco,96,0.5625,0,0.31640625,0.25
Q8 both-teams-carded,760511,2026-07-10,Spain,Belgium,97,0.5567010309278351,1,0.19651397598044423,0.25
Q8 both-teams-carded,760512,2026-07-11,Norway,England,98,0.5612244897959183,0,0.31497292794668885,0.25
Q8 both-teams-carded,760513,2026-07-12,Argentina,Switzerland,99,0.5555555555555556,0,0.308641975308642,0.25
Q10 card-before-first-goal,760418,2026-06-14,Haiti,Scotland,6,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760421,2026-06-14,Australia,Türkiye,6,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760422,2026-06-14,Germany,Curaçao,6,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760423,2026-06-14,Ivory Coast,Ecuador,6,0.3333333333333333,1,0.44444444444444453,0.25
Q10 card-before-first-goal,760425,2026-06-14,Netherlands,Japan,6,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760428,2026-06-15,Spain,Cape Verde,11,0.2727272727272727,1,0.5289256198347108,0.25
Q10 card-before-first-goal,760424,2026-06-15,Sweden,Tunisia,11,0.2727272727272727,0,0.07438016528925619,0.25
Q10 card-before-first-goal,760426,2026-06-15,Belgium,Egypt,11,0.2727272727272727,1,0.5289256198347108,0.25
Q10 card-before-first-goal,760429,2026-06-15,Saudi Arabia,Uruguay,11,0.2727272727272727,0,0.07438016528925619,0.25
Q10 card-before-first-goal,760432,2026-06-16,France,Senegal,15,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760427,2026-06-16,Iran,New Zealand,15,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760430,2026-06-16,Iraq,Norway,15,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760431,2026-06-17,Austria,Jordan,18,0.2777777777777778,0,0.0771604938271605,0.25
Q10 card-before-first-goal,760433,2026-06-17,Argentina,Algeria,18,0.2777777777777778,0,0.0771604938271605,0.25
Q10 card-before-first-goal,760434,2026-06-17,Ghana,Panama,18,0.2777777777777778,1,0.5216049382716049,0.25
Q10 card-before-first-goal,760435,2026-06-17,Portugal,Congo DR,18,0.2777777777777778,0,0.0771604938271605,0.25
Q10 card-before-first-goal,760437,2026-06-17,England,Croatia,18,0.2777777777777778,0,0.0771604938271605,0.25
Q10 card-before-first-goal,760436,2026-06-18,Uzbekistan,Colombia,23,0.2608695652173913,1,0.546313799621928,0.25
Q10 card-before-first-goal,760438,2026-06-18,Czechia,South Africa,23,0.2608695652173913,0,0.06805293005671077,0.25
Q10 card-before-first-goal,760439,2026-06-18,Switzerland,Bosnia-Herzegovina,23,0.2608695652173913,1,0.546313799621928,0.25
Q10 card-before-first-goal,760440,2026-06-18,Canada,Qatar,23,0.2608695652173913,1,0.546313799621928,0.25
Q10 card-before-first-goal,760441,2026-06-19,Mexico,South Korea,27,0.3333333333333333,1,0.44444444444444453,0.25
Q10 card-before-first-goal,760442,2026-06-19,United States,Australia,27,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760445,2026-06-19,Scotland,Morocco,27,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760443,2026-06-20,Türkiye,Paraguay,30,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760444,2026-06-20,Brazil,Haiti,30,0.3333333333333333,1,0.44444444444444453,0.25
Q10 card-before-first-goal,760447,2026-06-20,Netherlands,Sweden,30,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760448,2026-06-20,Germany,Ivory Coast,30,0.3333333333333333,0,0.1111111111111111,0.25
Q10 card-before-first-goal,760453,2026-06-21,Spain,Saudi Arabia,34,0.3235294117647059,0,0.10467128027681662,0.25
Q10 card-before-first-goal,760446,2026-06-21,Ecuador,Curaçao,34,0.3235294117647059,1,0.4576124567474049,0.25
Q10 card-before-first-goal,760449,2026-06-21,Tunisia,Japan,34,0.3235294117647059,0,0.10467128027681662,0.25
Q10 card-before-first-goal,760450,2026-06-21,Uruguay,Cape Verde,34,0.3235294117647059,1,0.4576124567474049,0.25
Q10 card-before-first-goal,760451,2026-06-21,Belgium,Iran,34,0.3235294117647059,1,0.4576124567474049,0.25
Q10 card-before-first-goal,760457,2026-06-22,France,Iraq,39,0.358974358974359,1,0.4109138724523339,0.25
Q10 card-before-first-goal,760452,2026-06-22,New Zealand,Egypt,39,0.358974358974359,0,0.12886259040105194,0.25
Q10 card-before-first-goal,760456,2026-06-22,Argentina,Austria,39,0.358974358974359,0,0.12886259040105194,0.25
Q10 card-before-first-goal,760454,2026-06-23,Norway,Senegal,42,0.35714285714285715,0,0.12755102040816327,0.25
Q10 card-before-first-goal,760455,2026-06-23,Jordan,Algeria,42,0.35714285714285715,0,0.12755102040816327,0.25
Q10 card-before-first-goal,760458,2026-06-23,England,Ghana,42,0.35714285714285715,1,0.4132653061224489,0.25
Q10 card-before-first-goal,760460,2026-06-23,Panama,Croatia,42,0.35714285714285715,0,0.12755102040816327,0.25
Q10 card-before-first-goal,760461,2026-06-23,Portugal,Uzbekistan,42,0.35714285714285715,0,0.12755102040816327,0.25
Q10 card-before-first-goal,760459,2026-06-24,Colombia,Congo DR,47,0.3404255319148936,1,0.43503847894975095,0.25
Q10 card-before-first-goal,760462,2026-06-24,Bosnia-Herzegovina,Qatar,47,0.3404255319148936,0,0.11588954277953825,0.25
Q10 card-before-first-goal,760463,2026-06-24,Switzerland,Canada,47,0.3404255319148936,1,0.43503847894975095,0.25
Q10 card-before-first-goal,760464,2026-06-24,Morocco,Haiti,47,0.3404255319148936,0,0.11588954277953825,0.25
Q10 card-before-first-goal,760465,2026-06-24,Scotland,Brazil,47,0.3404255319148936,0,0.11588954277953825,0.25
Q10 card-before-first-goal,760466,2026-06-25,South Africa,South Korea,52,0.34615384615384615,0,0.11982248520710058,0.25
Q10 card-before-first-goal,760467,2026-06-25,Czechia,Mexico,52,0.34615384615384615,0,0.11982248520710058,0.25
Q10 card-before-first-goal,760468,2026-06-25,Ecuador,Germany,52,0.34615384615384615,0,0.11982248520710058,0.25
Q10 card-before-first-goal,760471,2026-06-25,Japan,Sweden,52,0.34615384615384615,1,0.4275147928994083,0.25
Q10 card-before-first-goal,760472,2026-06-25,Tunisia,Netherlands,52,0.34615384615384615,0,0.11982248520710058,0.25
Q10 card-before-first-goal,760473,2026-06-25,Curaçao,Ivory Coast,52,0.34615384615384615,0,0.11982248520710058,0.25
Q10 card-before-first-goal,760475,2026-06-26,Norway,France,58,0.3275862068965517,0,0.10731272294887038,0.25
Q10 card-before-first-goal,760469,2026-06-26,Paraguay,Australia,58,0.3275862068965517,1,0.452140309155767,0.25
Q10 card-before-first-goal,760470,2026-06-26,Türkiye,United States,58,0.3275862068965517,0,0.10731272294887038,0.25
Q10 card-before-first-goal,760474,2026-06-26,Senegal,Iraq,58,0.3275862068965517,0,0.10731272294887038,0.25
Q10 card-before-first-goal,760479,2026-06-27,Uruguay,Spain,62,0.3225806451612903,0,0.1040582726326743,0.25
Q10 card-before-first-goal,760476,2026-06-27,Egypt,Iran,62,0.3225806451612903,0,0.1040582726326743,0.25
Q10 card-before-first-goal,760477,2026-06-27,New Zealand,Belgium,62,0.3225806451612903,0,0.1040582726326743,0.25
Q10 card-before-first-goal,760478,2026-06-27,Cape Verde,Saudi Arabia,62,0.3225806451612903,1,0.45889698231009374,0.25
Q10 card-before-first-goal,760480,2026-06-27,Croatia,Ghana,62,0.3225806451612903,0,0.1040582726326743,0.25
Q10 card-before-first-goal,760481,2026-06-27,Colombia,Portugal,62,0.3225806451612903,1,0.45889698231009374,0.25
Q10 card-before-first-goal,760482,2026-06-27,Congo DR,Uzbekistan,62,0.3225806451612903,0,0.1040582726326743,0.25
Q10 card-before-first-goal,760485,2026-06-27,Panama,England,62,0.3225806451612903,1,0.45889698231009374,0.25
Q10 card-before-first-goal,760483,2026-06-28,Jordan,Argentina,70,0.32857142857142857,1,0.4508163265306123,0.25
Q10 card-before-first-goal,760484,2026-06-28,Algeria,Austria,70,0.32857142857142857,1,0.4508163265306123,0.25
Q10 card-before-first-goal,760486,2026-06-28,South Africa,Canada,70,0.32857142857142857,1,0.4508163265306123,0.25
Q10 card-before-first-goal,760487,2026-06-29,Brazil,Japan,73,0.3561643835616438,1,0.4145243009945581,0.25
Q10 card-before-first-goal,760489,2026-06-29,Germany,Paraguay,73,0.3561643835616438,0,0.12685306811784575,0.25
Q10 card-before-first-goal,760492,2026-06-30,France,Sweden,75,0.36,0,0.1296,0.25
Q10 card-before-first-goal,760488,2026-06-30,Netherlands,Morocco,75,0.36,1,0.4096,0.25
Q10 card-before-first-goal,760490,2026-06-30,Ivory Coast,Norway,75,0.36,0,0.1296,0.25
Q10 card-before-first-goal,760491,2026-07-01,Mexico,Ecuador,78,0.358974358974359,0,0.12886259040105194,0.25
Q10 card-before-first-goal,760493,2026-07-01,Belgium,Senegal,78,0.358974358974359,0,0.12886259040105194,0.25
Q10 card-before-first-goal,760495,2026-07-01,England,Congo DR,78,0.358974358974359,0,0.12886259040105194,0.25
Q10 card-before-first-goal,760497,2026-07-02,Spain,Austria,81,0.345679012345679,0,0.11949397957628409,0.25
Q10 card-before-first-goal,760494,2026-07-02,United States,Bosnia-Herzegovina,81,0.345679012345679,0,0.11949397957628409,0.25
Q10 card-before-first-goal,760496,2026-07-02,Portugal,Croatia,81,0.345679012345679,1,0.4281359548849261,0.25
Q10 card-before-first-goal,760498,2026-07-03,Switzerland,Algeria,84,0.34523809523809523,0,0.11918934240362812,0.25
Q10 card-before-first-goal,760499,2026-07-03,Australia,Egypt,84,0.34523809523809523,0,0.11918934240362812,0.25
Q10 card-before-first-goal,760500,2026-07-03,Argentina,Cape Verde,84,0.34523809523809523,0,0.11918934240362812,0.25
Q10 card-before-first-goal,760503,2026-07-04,Paraguay,France,87,0.3333333333333333,1,0.44444444444444453,0.25
Q10 card-before-first-goal,760501,2026-07-04,Colombia,Ghana,87,0.3333333333333333,1,0.44444444444444453,0.25
Q10 card-before-first-goal,760502,2026-07-04,Canada,Morocco,87,0.3333333333333333,1,0.44444444444444453,0.25
Q10 card-before-first-goal,760504,2026-07-05,Brazil,Norway,90,0.35555555555555557,0,0.12641975308641976,0.25
Q10 card-before-first-goal,760506,2026-07-06,Portugal,Spain,91,0.3516483516483517,1,0.4203598599202994,0.25
Q10 card-before-first-goal,760505,2026-07-06,Mexico,England,91,0.3516483516483517,1,0.4203598599202994,0.25
Q10 card-before-first-goal,760507,2026-07-07,United States,Belgium,93,0.3655913978494624,0,0.13365707018152387,0.25
Q10 card-before-first-goal,760508,2026-07-07,Switzerland,Colombia,93,0.3655913978494624,1,0.40247427448259915,0.25
Q10 card-before-first-goal,760509,2026-07-07,Argentina,Egypt,93,0.3655913978494624,0,0.13365707018152387,0.25
Q10 card-before-first-goal,760510,2026-07-09,France,Morocco,96,0.3645833333333333,0,0.13292100694444442,0.25
Q10 card-before-first-goal,760511,2026-07-10,Spain,Belgium,97,0.36082474226804123,0,0.1301944946327984,0.25
Q10 card-before-first-goal,760512,2026-07-11,Norway,England,98,0.35714285714285715,0,0.12755102040816327,0.25
Q10 card-before-first-goal,760513,2026-07-12,Argentina,Switzerland,99,0.35353535353535354,0,0.12498724619936741,0.25
